,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,LOBECTOMIA PULMONAR POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,METASTASECTOMIA PULMONAR,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,METASTASECTOMIA PULMONAR POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,NODULECTOMIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,PNEUMONECTOMIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,PNEUMONECTOMIA DE TOTALIZAÇÃO,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,PNEUMORRAFIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,PNEUMOSTOMIA (CAVERNOSTOMIA) COM COSTECTOMIA E ESTOMA CUTÂNEO-CAVITÁRIO,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,POSICIONAMENTO DE AGULHAS RADIATIVAS POR TORACOTOMIA (BRAQUITERAPIA),,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,SEGMENTECTOMIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,SEGMENTECTOMIA POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,BIÓPSIA PERCUTÂNEA DE PLEURA POR AGULHA,,,,AMB,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,DESCORTICAÇÃO PULMONAR,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,DESCORTICAÇÃO PULMONAR POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,PLEURECTOMIA,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,PLEURECTOMIA POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,PLEURODESE,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,PLEURODESE POR VÍDEO,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,PLEUROSCOPIA,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
