,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,ARTROPLASTIA INTERFALANGEANA / METACARPOFALANGEANA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,ARTROPLASTIA PARA OSSOS DO CARPO (COM IMPLANTE) - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,ARTROPLASTIAS SEM IMPLANTE - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,ARTROTOMIA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,BIÓPSIA CIRÚRGICA,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,BIÓPSIA CIRÚRGICA DO ANTEBRAÇO,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,BIÓPSIA CIRÚRGICA DO ÚMERO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,BIÓPSIA CIRÚRGICA DOS OSSOS DA MÃO,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,BRIDAS CONGÊNITAS - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,CAPSULECTOMIA METACARPO-FALANGEANA OU INTERFALANGEANA,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,CENTRALIZAÇÃO DA ULNA (TRATAMENTO DA MÃO TORTA RADIAL),,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,COTO DE AMPUTAÇÃO DIGITAL - REVISÃO,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,DEDO COLO DE CISNE - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,DEDO EM BOTOEIRA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,"DEDO EM GATILHO, CAPSULOTOMIA / FASCIOTOMIA - TRATAMENTO CIRÚRGICO",,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,DEDO EM MARTELO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,DEDO EM MARTELO - TRATAMENTO CONSERVADOR,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,DESARTICULAÇÃO AO NÍVEL DO COTOVELO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,ENXERTO ÓSSEO (PERDA DE SUBSTÂNCIA) - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
