,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,"CÁRDIO-ESTIMULAÇÃO TRANSESOFÁGICA (CETE), TERAPÊUTICA OU DIAGNÓSTICA",,,,AMB,HCO,HSO,REF,PAC,,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,IMPLANTE DE CARDIODESFIBRILADOR IMPLANTÁVEL - CDI (INCLUI ELETRODOS E GERADOR) - COM DIRETRIZ DE UTILIZAÇÃO,,,,,HCO,HSO,REF,PAC,35.0,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,IMPLANTE DE CARDIODESFIBRILADOR MULTISSÍTIO – TRC-D (GERADOR E ELETRODOS) - COM DIRETRIZ DE UTILIZAÇÃO,,,,,HCO,HSO,REF,PAC,36.0,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,IMPLANTE DE MARCA-PASSO BICAMERAL (GERADOR + ELETRODOS ATRIAL E VENTRICULAR) - COM DIRETRIZ DE UTILIZAÇÃO,,,,,HCO,HSO,REF,,40.0,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,IMPLANTE DE MARCA-PASSO MONOCAMERAL (GERADOR + ELETRODOS ATRIAL OU VENTRICULAR) - COM DIRETRIZ DE UTILIZAÇÃO,,,,,HCO,HSO,REF,,41.0,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,IMPLANTE DE MARCAPASSO MULTISSÍTIO (INCLUI ELETRODOS E GERADOR) - COM DIRETRIZ DE UTILIZAÇÃO,,,,,HCO,HSO,REF,,42.0,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,IMPLANTE DE MONITOR DE EVENTOS (LOOPER IMPLANTÁVEL) - COM DIRETRIZ DE UTILIZAÇÃO,,,,AMB,HCO,HSO,REF,PAC,43.0,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,INSTALAÇÃO DE MARCA-PASSO EPIMIOCÁRDIO TEMPORÁRIO (INCUI ELETRODOS E GERADOR),,,,,HCO,HSO,REF,,,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,INSTALAÇÃO DE MARCA-PASSO TEMPORÁRIO (INCUI ELETRODOS E GERADOR),,,,,HCO,HSO,REF,,,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,RECOLOCAÇÃO DE ELETRODOS E/OU GERADOR COM OU SEM TROCA DE UNIDADES,,,,,HCO,HSO,REF,,,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,"REMOÇÃO DE CABO-ELETRODO DE MARCA-PASSO E/OU CÁRDIO-DESFIBRILADOR IMPLANTÁVEL COM AUXÍLIO DE DILATADOR MECÂNICO, LASER OU RADIOFREQUÊNCIA",,,,,HCO,HSO,REF,,,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,RETIRADA DO SISTEMA OU TROCA DE GERADOR,,,,,HCO,HSO,REF,,,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
