,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,ÁCIDO ÚRICO,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
1,ÁCIDO VALPRÓICO,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
2,ÁCIDOS GRAXOS LIVRES,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
3,ÁCIDOS ORGÂNICOS (PERFIL QUANTITATIVO),,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
4,"ACILCARNITINAS, PERFIL QUALITATIVO E/OU QUANTITATIVO COM ESPECTROMETRIA DE MASSA EM TANDEM (COM DIRETRIZ DE UTILIZAÇÃO)",,,,AMB,HCO,HSO,REF,PAC,2.0,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
5,ALBUMINA,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
6,ALDOLASE,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
7,"ALFA-1-ANTITRIPSINA, DOSAGEM NO SORO",,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
8,ALFA-1-GLICOPROTEÍNA ÁCIDA,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
9,ALFA-2-MACROGLOBULINA,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
10,ALFA-FETOPROTEÍNA,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
11,ALUMÍNIO,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
12,AMILASE,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
13,AMILASE TOTAL E PANCREÁTICA,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
14,AMILOIDOSE - TTR,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
15,"AMINOÁCIDOS, FRACIONAMENTO E QUANTIFICAÇÃO",,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
16,AMÔNIA,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
17,AMP - CÍCLICO NEFROGÊNICO (SANGUE E URINA),,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
18,APOLIPOPROTEÍNA A (APO A),,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
