,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,"FÍSTULA AORTO-CAVA, RENO-CAVA OU ÍLIO-ILÍACA",,,,,HCO,HSO,REF,,,"FÍSTULAS ARTERIOVENOSAS CONGÊNITASOU ADQUIRIDAS",SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,FÍSTULA ARTERIOVENOSA - COM ENXERTO,,,,AMB,HCO,HSO,REF,,,"FÍSTULAS ARTERIOVENOSAS CONGÊNITASOU ADQUIRIDAS",SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,FÍSTULA ARTERIOVENOSA CERVICAL OU CEFÁLICA EXTRACRANIANA,,,,,HCO,HSO,REF,,,"FÍSTULAS ARTERIOVENOSAS CONGÊNITASOU ADQUIRIDAS",SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,FÍSTULA ARTERIOVENOSA CONGÊNITA - CIRURGIA COMPLEMENTAR,,,,,HCO,HSO,REF,,,"FÍSTULAS ARTERIOVENOSAS CONGÊNITASOU ADQUIRIDAS",SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,FÍSTULA ARTERIOVENOSA CONGÊNITA - CIRURGIA RADICAL,,,,,HCO,HSO,REF,,,"FÍSTULAS ARTERIOVENOSAS CONGÊNITASOU ADQUIRIDAS",SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,FÍSTULA ARTERIOVENOSA CONGÊNITA PARA REDUÇÃO DE FLUXO,,,,,HCO,HSO,REF,,,"FÍSTULAS ARTERIOVENOSAS CONGÊNITASOU ADQUIRIDAS",SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,FÍSTULA ARTERIOVENOSA DIRETA,,,,AMB,HCO,HSO,REF,,,"FÍSTULAS ARTERIOVENOSAS CONGÊNITASOU ADQUIRIDAS",SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,FÍSTULA ARTERIOVENOSA DOS GRANDES VASOS INTRATORÁCICOS,,,,,HCO,HSO,REF,,,"FÍSTULAS ARTERIOVENOSAS CONGÊNITASOU ADQUIRIDAS",SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,FÍSTULA ARTERIOVENOSA DOS MEMBROS,,,,,HCO,HSO,REF,,,"FÍSTULAS ARTERIOVENOSAS CONGÊNITASOU ADQUIRIDAS",SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,TROMBOEMBOLECTOMIA DE FÍSTULA ARTERIOVENOSA,,,,,HCO,HSO,REF,,,"FÍSTULAS ARTERIOVENOSAS CONGÊNITASOU ADQUIRIDAS",SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,COLOCAÇÃO E RETIRADA DE SHUNT TEMPORÁRIO,,,,AMB,HCO,HSO,REF,,,"HEMODIÁLISE DE CURTA E LONGAPERMANÊNCIA",SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,CONSTRUÇÃO DE FISTULA ARTERIOVENOSA,,,,AMB,HCO,HSO,REF,,,"HEMODIÁLISE DE CURTA E LONGAPERMANÊNCIA",SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,"HEMODEPURAÇÃO DE CASOS AGUDOS (SESSÃO DE HEMODIÁLISE, HEMOFILTRAÇÃO, HEMODIAFILTRAÇÃO ISOLADA, PLASMAFÉRESE OU HEMOPERFUSÃO)",,,,AMB,HCO,HSO,REF,,,"HEMODIÁLISE DE CURTA E LONGAPERMANÊNCIA",SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,HEMODIAFILTRAÇÃO ONLINE (HDF-OL),,,,AMB,HCO,HSO,REF,PAC,,"HEMODIÁLISE DE CURTA E LONGAPERMANÊNCIA",SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,HEMODIÁLISE CONTÍNUA,,,,AMB,HCO,HSO,REF,,,"HEMODIÁLISE DE CURTA E LONGAPERMANÊNCIA",SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,HEMODIÁLISE CRÔNICA,,,,AMB,HCO,HSO,REF,PAC,,"HEMODIÁLISE DE CURTA E LONGAPERMANÊNCIA",SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,IMPLANTE POR PUNÇÃO DE CATETER PARA HEMODIÁLISE,,,,AMB,HCO,HSO,REF,,,"HEMODIÁLISE DE CURTA E LONGAPERMANÊNCIA",SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,IMPLANTE CIRÚRGICO DE CATETER DE LONGA PERMANÊNCIA PARA HEMODIÁLISE,,,,,HCO,HSO,REF,,,"HEMODIÁLISE DE CURTA E LONGAPERMANÊNCIA",SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,RETIRADA DE CATETER PARA HEMODIÁLISE,,,,AMB,HCO,HSO,REF,,,"HEMODIÁLISE DE CURTA E LONGAPERMANÊNCIA",SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
