,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,TRATAMENTO CIRÚRGICO DA ARTRODIASTASE COM OU SEM FIXADOR EXTERNO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,TRATAMENTO CIRÚRGICO DA CONTRATURA ISQUÊMICA DE MÃO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,TRATAMENTO CIRÚRGICO DA CONTRATURA ISQUÊMICA DE VOLKMANN,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,TRATAMENTO CIRÚRGICO DA DESARTICULAÇÃO DO PUNHO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,TRATAMENTO CIRÚRGICO DA OSTEOMIELITE,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,"TRATAMENTO CIRÚRGICO DA RETRAÇÃO CICATRICIAL DE DEDOS, COM OU SEM COMPROMETIMENTO TENDINOSO",,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,TRATAMENTO CIRÚRGICO DA SINDACTILIA COM OU SEM EMPREGO DE EXPANSOR,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,TRATAMENTO CIRÚRGICO DA SINDACTILIA MÚLTIPLA COM EMPREGO DE EXPANSOR,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,TRATAMENTO CIRÚRGICO DA SINOSTOSE RÁDIO-ULNAR,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,TRATAMENTO CIRÚRGICO DAS ROTURAS TENDINO-LIGAMENTARES DA MÃO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
