,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,T3 LIVRE,,,,AMB,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
1,T3 RETENÇÃO,,,,AMB,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
2,T3 REVERSO,,,,AMB,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
3,T4 LIVRE,,,,AMB,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
4,TESTE DE ESTÍMULO DA PROLACTINA APÓS TRH,,,,AMB,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
5,TESTE DE ESTÍMULO DO TSH APÓS TRH,,,,AMB,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
6,"TESTE DIAGNÓSTICO DO DIABETES INSÍPIDUS (TESTE DE PRIVAÇÃO HÍDRICA, SEGUIDO DE ADMINISTRAÇÃO DE DESMOPRESSINA (DDAVP) E INFUSÃO DE SOLUÇÃO SALINA HIPERTÔNICA (3%))",,,,AMB,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
7,TESTOSTERONA LIVRE,,,,AMB,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
8,TESTOSTERONA TOTAL,,,,AMB,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
9,TIREOGLOBULINA,,,,AMB,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
10,TIROXINA (T4),,,,AMB,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
11,TRIIODOTIRONINA (T3),,,,AMB,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
12,"ACETILCOLINA, ANTICORPOS BLOQUEADOR ANTI-RECEPTOR",,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
13,"ACETILCOLINA, ANTICORPOS  LIGADOR ANTI-RECEPTOR",,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
14,"ACETILCOLINA, ANTICORPOS MODULADOR ANTI-RECEPTOR",,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
15,"ADENOVÍRUS, IGG",,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
16,"ADENOVÍRUS, IGM",,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
17,AQUAPORINA 4 (AQP4) - PESQUISA E/OU DOSAGEM (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,,117.0,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
18,"ANTICORPOS ANTI-INFLUENZA A, IGG - PESQUISA E/OU DOSAGEM",,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
