,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,AMIGDALECTOMIA DAS PALATINAS,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,AMIGDALECTOMIA LINGUAL,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,"BIÓPSIA DO CAVUM, OROFARINGE OU HIPOFARINGE",,,,AMB,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,CAUTERIZAÇÃO,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,CRIPTÓLISE AMIGDALIANA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,FARINGOLARINGECTOMIA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,FARINGOLARINGOESOFAGECTOMIA COM OU SEM ESVAZIAMENTO,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,RESSECÇÃO DE NASOANGIOFIBROMA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,RESSECÇÃO DE TUMOR DE BOCA OU FARINGE,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,RESSECÇÃO DE TUMOR DE FARINGE (VIA BUCAL OU NASAL),,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,RESSECÇÃO DE TUMOR DE FARINGE COM ACESSO POR FARINGOTOMIA OU POR RETALHO JUGAL,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,RESSECÇÃO DE TUMOR DE FARINGE COM OU SEM MANDIBULECTOMIA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,RESSECÇÃO DE TUMOR DE FARINGE POR MANDIBULOTOMIA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,RESSECÇÃO DE TUMOR DE NASOFARINGE VIA ENDOSCÓPICA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,RESSECÇÃO DE TUMOR DE RINOFARINGE (VIA TRANSPALATINA OU TRANSMAXILAR),,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,RESSECÇÃO OU DRENAGEM DE ABSCESSO FARÍNGEO,,,,AMB,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,"RETIRADA DE CORPO ESTRANHO DE FARINGE, COM OU SEM ANESTESIA GERAL",,,,AMB,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,UVULOPALATOFARINGOPLASTIA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,ALARGAMENTO DE TRAQUEOSTOMIA,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
