,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,"IDENTIFICAÇÃO DE HELMINTOS, EXAME DE FRAGMENTOS NAS FEZES",,,,AMB,HCO,HSO,REF,,,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
1,"ISOSPORA, PESQUISA NAS FEZES",,,,AMB,HCO,HSO,REF,,,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
2,"LARVAS, PESQUISA NAS FEZES",,,,AMB,HCO,HSO,REF,,,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
3,"LEUCÓCITOS E HEMÁCIAS, PESQUISA DAS FEZES",,,,AMB,HCO,HSO,REF,,,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
4,"LEVEDURAS, PESQUISA NAS FEZES",,,,AMB,HCO,HSO,REF,,,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
5,PH FECAL,,,,AMB,HCO,HSO,REF,,,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
6,"SANGUE OCULTO, PESQUISA",,,,AMB,HCO,HSO,REF,,,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
7,"SCHISTOSOMA MANSONI, PESQUISA DE OVOS EM FRAGMENTOS DE MUCOSA APÓS BIÓPSIA RETAL",,,,AMB,HCO,HSO,REF,,,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
8,SUBSTÂNCIAS REDUTORAS NAS FEZES,,,,AMB,HCO,HSO,REF,,,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
9,"SWAB ANAL, PESQUISA DE OVOS DE ENTEROBIUS VERMICULARIS",,,,AMB,HCO,HSO,REF,,,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
10,"TRIPSINA NAS FEZES, PROVA DE DIGESTÃO DA GELATINA",,,,AMB,HCO,HSO,REF,,,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
11,"ANTICORPO ANTIMIELOPEROXIDASE, MPO",,,,AMB,HCO,HSO,REF,,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
12,ANTICORPOS ANTIPLAQUETÁRIOS,,,,AMB,HCO,HSO,REF,,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
13,ANTICORPOS IRREGULARES,,,,AMB,HCO,HSO,REF,,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
14,"ANTICORPOS IRREGULARES, PESQUISA (MEIO SALINO A TEMPERATURA AMBIENTE E 37o E TESTE INDIRETO DE COOMBS)",,,,AMB,HCO,HSO,REF,,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
15,ANTITROMBINA III,,,,AMB,HCO,HSO,REF,,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
16,ATIVADOR TISSULAR DE PLASMINOGÊNIO (TPA),,,,AMB,HCO,HSO,REF,,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
17,"BAÇO, EXAME DE ESFREGAÇO DE ASPIRADO",,,,AMB,HCO,HSO,REF,,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
18,BIÓPSIA DE MEDULA ÓSSEA,,,,AMB,HCO,HSO,REF,,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
