,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,SINUSECTOMIA FRONTAL COM RETALHO OSTEOPLÁSTICO OU VIA CORONAL,,,,,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,SINUSECTOMIA FRONTO-ETMOIDAL POR VIA EXTERNA,,,,,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,SINUSECTOMIA MAXILAR CALDWELL-LUC,,,,,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,"SINUSECTOMIA MAXILAR OU ETMOIDAL OU ESFENOIDAL OU FRONTAL ENDOSCÓPICA OU POR MICROSCOPIA, VIA ENDONASAL",,,,,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,SINUSECTOMIA TRANSMAXILAR - ERMIRO DE LIMA,,,,,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,SINUSOTOMIA ESFENOIDAL OU FRONTAL INTRANASAL OU FRONTAL VIA EXTERNA,,,,,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,TRATAMENTO CIRÚRGICO - FÍSTULA OROANTRAL OU ORONASAL,,,,,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,BIÓPSIA CIRÚRGICA DE COSTELA OU ESTERNO,,,,AMB,HCO,HSO,REF,,,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,CORREÇÃO DE DEFORMIDADES DA PAREDE TORÁCICA,,,,,HCO,HSO,REF,,,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,COSTECTOMIA,,,,,HCO,HSO,REF,,,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,ESTERNECTOMIA,,,,,HCO,HSO,REF,,,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,FECHAMENTO DE PLEUROSTOMIA,,,,,HCO,HSO,REF,,,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,MOBILIZAÇÃO DE RETALHOS MUSCULARES OU DO OMENTO,,,,,HCO,HSO,REF,,,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,PLUMBAGEM EXTRAFASCIAL,,,,,HCO,HSO,REF,,,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,PUNÇÃO BIÓPSIA DE COSTELA OU ESTERNO,,,,AMB,HCO,HSO,REF,,,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,RECONSTRUÇÃO DA PAREDE TORÁCICA (COM OU SEM PRÓTESE),,,,,HCO,HSO,REF,,,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,"RECONSTRUÇÃO DA PAREDE TORÁCICA COM RETALHOS CUTÂNEOS, MUSCULARES OU MIOCUTÂNEOS",,,,,HCO,HSO,REF,,,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,RECONSTRUÇÃO DA REGIÃO ESTERNAL COM RETALHOS MUSCULARES,,,,,HCO,HSO,REF,,,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,REDUÇÃO INCRUENTA DE FRATURA LUXAÇÃO DE ESTERNO OU COSTELA,,,,AMB,HCO,HSO,REF,,,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
