,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,ELETRO-RETINOGRAFIA,,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
1,EMG PARA MONITORAÇÃO DE QUIMODENERVAÇÃO,,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
2,EMG QUANTITATIVA OU EMG DE FIBRA ÚNICA,,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
3,ESPECTROGRAFIA VOCAL,,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
4,GUSTOMETRIA,,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
5,IMPEDANCIOMETRIA (MEDIDAS DE IMITÂNCIA ACÚSTICA),,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
6,MÉTODO DE PROETZ,,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
7,OSCILOMETRIA,,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
8,EMISSÕES OTOACÚSTICAS EVOCADAS (TRANSIENTES OU PRODUTO DE DISTORÇÃO) - TESTE DA ORELHINHA,,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
9,PESQUISA DE PARES CRANIANOS RELACIONADOS COM O VIII PAR,,,,,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
10,PESQUISA DE POTENCIAIS EVOCADOS AUDITIVOS DE TRONCO CEREBRAL (BERA),,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
11,PESQUISA DO FENÔMENO DE TULLIO,,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
12,POLIGRAFIA DE RECÉM-NASCIDO (PG/RN),,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
13,POLISSONOGRAFIA COM EEG DE NOITE INTEIRA COM OU SEM TESTE DE CPAP/BIPAP NASAL (INCLUI POLISSONOGRAMAS),,,,,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
14,POTENCIAL EVOCADO AUDITIVO DE ESTADO ESTÁVEL - PEAEE (STEADY STATE),,,,,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
15,POTENCIAL EVOCADO AUDITIVO DE MÉDIA LATÊNCIA (PEA-ML),,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
16,POTENCIAL EVOCADO GÊNITO-CORTICAL (PEGC),,,,,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
17,POTENCIAL EVOCADO MOTOR - PEM,,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
18,POTENCIAL EVOCADO P300,,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
