,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,SUTURA DE ESCLERA,,,,,HCO,HSO,REF,,,ESCLERA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,ENUCLEAÇÃO OU EVISCERAÇÃO COM OU SEM IMPLANTE,,,,,HCO,HSO,REF,,,BULBO OCULAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,INJEÇÃO RETROBULBAR,,,,,HCO,HSO,REF,,,BULBO OCULAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,RECONSTITUIÇÃO DE GLOBO OCULAR COM LESÃO DE ESTRUTURAS INTRA-OCULARES,,,,,HCO,HSO,REF,,,BULBO OCULAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,BIÓPSIA DE ÍRIS E CORPO CILIAR,,,,AMB,HCO,HSO,REF,,,ÍRIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,CICLOTERAPIA ANTIGLAUCOMATOSA,,,,AMB,HCO,HSO,REF,,,ÍRIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,CIRURGIAS FISTULIZANTES ANTIGLAUCOMATOSAS COM OU SEM IMPLANTES DE DRENAGEM,,,,,HCO,HSO,REF,,,ÍRIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,CIRURGIA ANTIGLAUCOMATOSA VIA ANGULAR COM IMPLANTE DE STENT DE DRENAGEM POR TÉCNICA MINIMAMENTE INVASIVA (COM DIRETRIZ DE UTILIZAÇÃO),473/2021,08/11/2021,,,HCO,HSO,REF,,149.0,ÍRIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,DRENAGEM DE DESCOLAMENTO DE CORÓIDE,,,,,HCO,HSO,REF,,,ÍRIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,FIXAÇÃO ESCLERAL OU IRIANA DE LENTE INTRA-OCULAR (EXCETO PARA CORREÇÃO ISOLADA DE DISTÚRBIOS DE REFRAÇÃO),,,,,HCO,HSO,REF,,,ÍRIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,FOTOTRABECULOPLASTIA (LASER),,,,AMB,HCO,HSO,REF,,,ÍRIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,GONIOTOMIA OU TRABECULOTOMIA,,,,AMB,HCO,HSO,REF,,,ÍRIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,IRIDECTOMIA (LASER OU CIRÚRGICA),,,,AMB,HCO,HSO,REF,,,ÍRIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,IRIDOCICLECTOMIA,,,,,HCO,HSO,REF,,,ÍRIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,SINEQUIOTOMIA (LASER OU CIRÚRGICA),,,,AMB,HCO,HSO,REF,,,ÍRIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,BIÓPSIA DE MÚSCULOS,,,,AMB,HCO,HSO,REF,,,MÚSCULOS,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,CIRURGIA COM SUTURA AJUSTÁVEL,,,,,HCO,HSO,REF,,,MÚSCULOS,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,ESTRABISMO CICLO VERTICAL/TRANSPOSIÇÃO,,,,,HCO,HSO,REF,,,MÚSCULOS,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,ESTRABISMO HORIZONTAL,,,,,HCO,HSO,REF,,,MÚSCULOS,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
