,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,"AMPLIAÇÃO DE ANEL VALVAR, GRANDES VASOS, ÁTRIO, VENTRÍCULO",,,,,HCO,HSO,REF,,,DEFEITOS CARDÍACOS CONGÊNITOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,CANAL ARTERIAL PERSISTENTE - CORREÇÃO CIRÚRGICA,,,,,HCO,HSO,REF,,,DEFEITOS CARDÍACOS CONGÊNITOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,COARCTAÇÃO DA AORTA - CORREÇÃO CIRÚRGICA,,,,,HCO,HSO,REF,,,DEFEITOS CARDÍACOS CONGÊNITOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,CONFECÇÃO DE BANDAGEM DA ARTÉRIA PULMONAR,,,,,HCO,HSO,REF,,,DEFEITOS CARDÍACOS CONGÊNITOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,CORREÇÃO CIRÚRGICA DA COMUNICAÇÃO INTERATRIAL,,,,,HCO,HSO,REF,,,DEFEITOS CARDÍACOS CONGÊNITOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,CORREÇÃO CIRÚRGICA DA COMUNICAÇÃO INTERVENTRICULAR,,,,,HCO,HSO,REF,,,DEFEITOS CARDÍACOS CONGÊNITOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,CORREÇÃO DE CARDIOPATIA CONGÊNITA COM CIRURGIA VALVAR,,,,,HCO,HSO,REF,,,DEFEITOS CARDÍACOS CONGÊNITOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,CORREÇÃO DE CARDIOPATIA CONGÊNITA COM REVASCULARIZAÇÃO DO MIOCÁRDIO,,,,,HCO,HSO,REF,,,DEFEITOS CARDÍACOS CONGÊNITOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,"REDIRECIONAMENTO DO FLUXO SANGUÍNEO (COM ANASTOMOSE DIRETA, RETALHO, TUBO)",,,,,HCO,HSO,REF,,,DEFEITOS CARDÍACOS CONGÊNITOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,"RESSECÇÃO (INFUNDÍBULO, SEPTO, MEMBRANAS, BANDAS)",,,,,HCO,HSO,REF,,,DEFEITOS CARDÍACOS CONGÊNITOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,"TRANSPOSIÇÕES (VASOS, CÂMARAS)",,,,,HCO,HSO,REF,,,DEFEITOS CARDÍACOS CONGÊNITOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,AMPLIAÇÃO DO ANEL VALVAR,,,,,HCO,HSO,REF,,,VALVOPATIAS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,CIRURGIA MULTIVALVAR,,,,,HCO,HSO,REF,,,VALVOPATIAS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,COMISSUROTOMIA VALVAR,,,,,HCO,HSO,REF,,,VALVOPATIAS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,PLASTIA VALVAR,,,,,HCO,HSO,REF,,,VALVOPATIAS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,TROCA VALVAR,,,,,HCO,HSO,REF,,,VALVOPATIAS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,ANEURISMECTOMIA DE VE,,,,,HCO,HSO,REF,,,CORONARIOPATIAS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,REVASCULARIZAÇÃO DO MIOCÁRDIO,,,,,HCO,HSO,REF,,,CORONARIOPATIAS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,REVASCULARIZAÇÃO DO MIOCÁRDIO COM CIRURGIA VALVAR,,,,,HCO,HSO,REF,,,CORONARIOPATIAS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
