,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,ESOFAGOSTOMIA,,,,,HCO,HSO,REF,,,ESÔFAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,ESTENOSE DE ESÔFAGO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,ESÔFAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,FARINGO-LARINGO-ESOFAGECTOMIA TOTAL COM OU SEM TORACOTOMIA,,,,,HCO,HSO,REF,,,ESÔFAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,FÍSTULA TRÁQUEO ESOFÁGICA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,ESÔFAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,RECONSTRUÇÃO DO ESÔFAGO COM TRANSPLANTE DE INTESTINO,,,,,HCO,HSO,REF,,,ESÔFAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,REFLUXO GASTROESOFÁGICO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,ESÔFAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,REFLUXO GASTROESOFÁGICO - TRATAMENTO CIRÚRGICO POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,ESÔFAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,REINTERVENÇÃO SOBRE A TRANSIÇÃO ESÔFAGO GÁSTRICA,,,,,HCO,HSO,REF,,,ESÔFAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,REINTERVENÇÃO SOBRE A TRANSIÇÃO ESÔFAGO GÁSTRICA POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,ESÔFAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,RESSECÇÃO DO ESÔFAGO CERVICAL E/OU TORÁCICO E TRANSPLANTE COM MICROCIRURGIA,,,,,HCO,HSO,REF,,,ESÔFAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,SUBSTITUIÇÃO ESOFÁGICA - CÓLON OU TUBO GÁSTRICO,,,,,HCO,HSO,REF,,,ESÔFAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,TRATAMENTO CIRÚRGICO DA ATRESIA DE ESÔFAGO COM OU SEM FÍSTULA TRAQUEAL,,,,,HCO,HSO,REF,,,ESÔFAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,TRATAMENTO CIRÚRGICO DAS VARIZES ESOFÁGICAS,,,,,HCO,HSO,REF,,,ESÔFAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,TRATAMENTO CIRÚRGICO DO DIVERTÍCULO ESOFÁGICO,,,,,HCO,HSO,REF,,,ESÔFAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,TRATAMENTO CIRÚRGICO DO DIVERTÍCULO FARINGOESOFÁGICO,,,,,HCO,HSO,REF,,,ESÔFAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,TRATAMENTO CIRÚRGICO DO MEGAESÔFAGO,,,,,HCO,HSO,REF,,,ESÔFAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,TRATAMENTO CIRÚRGICO DO MEGAESOFAGO POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,ESÔFAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,TUNELIZAÇÃO ESOFÁGICA,,,,,HCO,HSO,REF,,,ESÔFAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,COLOCAÇÃO DE BANDA GÁSTRICA POR VIDEOLAPAROSCOPIA OU VIA LAPAROTÔMICA (COM DIRETRIZ DE UTILIZAÇÃO),,,,,HCO,HSO,REF,,16.0,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
