,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,TRATAMENTO CIRÚRGICO DE HIPERPLASIAS DE TECIDOS MOLES NA REGIÃO BUCO-MAXILO-FACIAL  (COM DIRETRIZ DE UTILIZAÇÃO),,,OD,AMB,HCO,HSO,REF,,99.0,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,TRATAMENTO CIRÚRGICO DOS TUMORES BENIGNOS DE TECIDOS MOLES NA REGIÃO BUCO-MAXILO-FACIAL (COM DIRETRIZ DE UTILIZAÇÃO),,,OD,AMB,HCO,HSO,REF,,99.0,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,TRATAMENTO DE ABSCESSO PERIODONTAL,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,TRATAMENTO DE ALVEOLITE,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,TRATAMENTO DE ODONTALGIA AGUDA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,TRATAMENTO DE PERFURAÇÃO (RADICULAR/CÂMARA PULPAR),,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,TRATAMENTO ENDODÔNTICO DE DENTE COM RIZOGÊNESE INCOMPLETA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,TRATAMENTO ENDODÔNTICO EM DENTE DECÍDUO,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,TRATAMENTO ENDODÔNTICO BIRRADICULAR EM DENTES PERMANENTES,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,TRATAMENTO ENDODÔNTICO MULTIRRADICULAR EM DENTES PERMANENTES,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,TRATAMENTO ENDODÔNTICO UNIRRADICULAR EM DENTES PERMANENTES,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,TRATAMENTO RESTAURADOR ATRAUMÁTICO (COM DIRETRIZ DE UTILIZAÇÃO),,,OD,,,,,,100.0,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,TUNELIZAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO),,,OD,,,,,,101.0,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,ULECTOMIA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,ULOTOMIA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,BIÓPSIA DE LÍNGUA (COM DIRETRIZ DE UTILIZAÇÃO),,,OD,AMB,HCO,HSO,REF,,84.0,LÍNGUA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,FRENOTOMIA/FRENULOTOMIA LINGUAL,,,OD,AMB,HCO,HSO,REF,,,LÍNGUA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,FRENULECTOMIA LINGUAL,,,OD,AMB,HCO,HSO,REF,,,LÍNGUA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,GLOSSECTOMIA COM MANDIBULECTOMIA E ESVAZIAMENTO CERVICAL E RECONSTRUÇÃO À CUSTA DE RETALHOS OSTEOMIOCUTÂNEOS,,,,,HCO,HSO,REF,,,LÍNGUA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
