,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,DUCHA DE POLITZER OU CURATIVO DE OUVIDO,,,,AMB,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,ESTAPEDECTOMIA OU ESTAPEDOTOMIA,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,EXPLORAÇÃO E DESCOMPRESSÃO DO NERVO FACIAL INTRATEMPORAL,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,FÍSTULA PERILINFÁTICA - FECHAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,GLOMUS JUGULAR - RESSECÇÃO,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,GLOMUS TIMPÂNICUS - RESSECÇÃO,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,MASTOIDECTOMIA,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,OUVIDO CONGÊNITO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,PARACENTESE DO TÍMPANO - MIRINGOTOMIA,,,,AMB,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,IMPLANTE DE PRÓTESE AUDITIVA ANCORADA NO OSSO (COM DIRETRIZ DE UTILIZAÇÃO),,,,,HCO,HSO,REF,PAC,44.0,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,TÍMPANO-MASTOIDECTOMIA,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,TIMPANOPLASTIA - MIRINGOPLASTIA,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,TIMPANOPLASTIA COM RECONSTRUÇÃO DA CADEIA OSSICULAR,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,TIMPANOTOMIA EXPLORADORA,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,TIMPANOTOMIA PARA TUBO DE VENTILAÇÃO,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,"DOENÇA DE MENIERE - TRATAMENTO CIRÚRGICO - DESCOMPRESSÃO DO SACO ENDOLINFÁTICO OU ""SHUNT""",,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,ENXERTO INTRATEMPORAL DO NERVO FACIAL,,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,EXPLORAÇÃO E DESCOMPRESSÃO DO NERVO FACIAL,,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,IMPLANTE COCLEAR (COM DIRETRIZ DE UTILIZAÇÃO),,,,,HCO,HSO,REF,PAC,33.0,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
