,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,ARITENOIDECTOMIA MICROCIRÚRGICA,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,ARITENOIDECTOMIA OU ARITENOPEXIA,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,CONFECÇÃO DE FÍSTULA TRÁQUEO-ESOFÁGICA PARA PRÓTESE FONATÓRIA COM MIOTOMIA FARÍNGEA - INCLUI A PRÓTESE FONATÓRIA,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,EXÉRESE DE TUMOR POR VIA ENDOSCÓPICA,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,"EXÉRESE DE TUMOR POR VIA ENDOSCÓPICA, COM LASER",,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,INJEÇÃO INTRALARÍNGEA DE TOXINA BOTULÍNICA,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,LARINGECTOMIA PARCIAL OU TOTAL COM OU SEM ESVAZIAMENTO CERVICAL COM OU SEM RECONSTRUÇÃO POR RETALHOS,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,LARINGOFISSURA (INCLUSIVE COM CORDECTOMIA),,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,LARINGOSCOPIA DIRETA PARA DIAGNÓSTICO,,,,AMB,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,LARINGOTRAQUEOPLASTIA,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,MICROCIRURGIA COM LASER PARA RESSECÇÃO DE LESÕES BENIGNAS OU MALIGNAS,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,MICROCIRURGIA PARA DECORTICAÇÃO OU TRATAMENTO DE EDEMA DE REINKE,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,MICROCIRURGIA PARA REMOÇÃO DE CISTO OU LESÃO INTRACORDAL,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,"MICROCIRURGIA PARA REMOÇÃO E/OU RESSECÇÃO DE TUMOR, PÓLIPO, NÓDULO, GRANULOMA OU OUTRA LESÃO",,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,MICROCIRURGIA PARA TRATAMENTO DE PARALISIA DE PREGA VOCAL (INCLUI INJEÇÃO DE MATERIAIS),,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,RECONSTRUÇÃO PARA FONAÇÃO,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,TIROPLASTIA COM OU SEM ROTAÇÃO DE ARITENÓIDE,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,TRATAMENTO CIRÚRGICO DA ESTENOSE LARINGO-TRAQUEAL,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,TRATAMENTO CIRÚRGICO DE TRAUMA LARÍNGEO,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
