,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,SIMPATECTOMIA,,,,,HCO,HSO,REF,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,SIMPATECTOMIA POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,TRANSPOSIÇÃO DE NERVO,,,,,HCO,HSO,REF,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,TRATAMENTO CIRÚRGICO DAS NEUROPATIAS COMPRESSIVAS,,,,,HCO,HSO,REF,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,DESCOMPRESSÃO VASCULAR DE NERVOS CRANIANOS,,,,,HCO,HSO,REF,,,NERVOS CRANIANOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,NEUROTOMIA SELETIVA DO TRIGÊMIO,,,,,HCO,HSO,REF,,,NERVOS CRANIANOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,BLOQUEIO DO SISTEMA NERVOSO AUTÔNOMO,,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO AUTÔNOMO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,LESÃO DO SISTEMA NERVOSO AUTÔNOMO,,,,,HCO,HSO,REF,,,SISTEMA NERVOSO AUTÔNOMO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,TRATAMENTO DA SÍNDROME DO DESFILADEIRO CÉRVICO TORÁCICO,,,,,HCO,HSO,REF,,,SISTEMA NERVOSO AUTÔNOMO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,RETIRADA PARA TRANSPLANTE,,,,,HCO,HSO,REF,,,CÓRNEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,TRANSPLANTE DE CÓRNEA,,,,,HCO,HSO,REF,,,CÓRNEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,TRANSPLANTE HEPÁTICO (RECEPTOR E DOADOR VIVO OU DOADOR FALECIDO),546/2022,03/10/2022,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,NEFRECTOMIA EM DOADOR VIVO,,,,,HCO,HSO,REF,,,RIM,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,NEFRECTOMIA LAPAROSCÓPICA EM DOADOR VIVO - PARA TRANSPLANTE,,,,,HCO,HSO,REF,,,RIM,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,RETIRADA PARA TRANSPLANTE,,,,,HCO,HSO,REF,,,RIM,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,TRANSPLANTE RENAL (RECEPTOR E DOADOR VIVO OU DOADOR FALECIDO),,,,,HCO,HSO,REF,,,RIM,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,AFÉRESE PARA PACIENTE ABO INCOMPATÍVEL,,,,,HCO,HSO,REF,PAC,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,COLETA DE CÉLULAS PROGENITORAS DA MEDULA ÓSSEA POR PROCESSADORA AUTOMÁTICA (AFÉRESE TERAPÊUTICA),,,,,HCO,HSO,REF,PAC,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,COLETA DE CÉLULAS PROGENITORAS DA MEDULA ÓSSEA POR PUNÇÃO MEDULAR ASPIRATIVA DIRETA,,,,,HCO,HSO,REF,PAC,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
