,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,TRANSPOSIÇÃO DE TENDÃO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,TUMOR ÓSSEO (RESSECÇÃO COM SUBSTITUIÇÃO),,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,TUMOR ÓSSEO (RESSECÇÃO E ARTRODESE),,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,TUMOR ÓSSEO (RESSECÇÃO E ENXERTO),,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,TUMOR ÓSSEO (RESSECÇÃO SEGMENTAR),,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,TUMOR ÓSSEO (RESSECÇÃO SIMPLES),,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,TUMORES DE TENDÃO OU SINOVIAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,"COLOCAÇÃO DE ÓRTESE OU PRÓTESE TRAQUEAL, TRAQUEOBRÔNQUICA OU BRÔNQUICA, INCLUSIVE POR VIA ENDOSCÓPICA",,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,FECHAMENTO DE FÍSTULA TRÁQUEO-CUTÂNEA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,PLASTIA DE TRAQUEOSTOMA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,PUNÇÃO TRAQUEAL,,,,AMB,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,RESSECÇÃO CARINAL (TRAQUEOBRÔNQUICA),,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,RESSECÇÃO DE TUMOR TRAQUEAL,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,RESSECÇÃO DE TUMOR TRAQUEAL POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,TRAQUEOPLASTIA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,TRAQUEORRAFIA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,TRAQUEORRAFIA POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,TRAQUEOSTOMIA,,,,AMB,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,TRAQUEOSTOMIA COM COLOCAÇÃO DE ÓRTESE OU PRÓTESE TRAQUEAL OU TRAQUEOBRÔNQUICA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
