,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,TRATAMENTO CIRÚRGICO DE TUMORES DA REGIÃO SELAR POR ACESSO ENDOSCÓPICO OU CONVENCIONAL,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,TRATAMENTO CIRÚRGICO DO ABSCESSO ENCEFÁLICO,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,"TRATAMENTO CIRÚRGICO DO HEMATOMA EXTRADURAL, SUBDURAL OU INTRACEREBRAL",,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,TRATAMENTO CIRÚRGICO DO HEMATOMA SUBDURAL CRÔNICO,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,TRATAMENTO PRÉ-NATAL DAS HIDROCEFALIAS E CISTOS CEREBRAIS,,,,,HCO,,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,CORDOTOMIA-MIELOTOMIAS POR RADIOFREQUÊNCIA (COM DIRETRIZ DE UTILIZAÇÃO),,,,,HCO,HSO,REF,,17.0,MEDULA,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,IMPLANTE DE ELETRODOS E/OU GERADOR PARA ESTIMULAÇÃO MEDULAR (COM DIRETRIZ DE UTILIZAÇÃO),,,,,HCO,HSO,REF,,37.0,MEDULA,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,MICROCIRURGIA A CÉU ABERTO POR RADIOFREQUÊNCIA DA ZONA DE ENTRADA DA RAIZ DORSAL (DREZOTOMIA - DREZ) - COM DIRETRIZ DE UTILIZAÇÃO,,,,,HCO,HSO,REF,,55.0,MEDULA,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,PUNÇÃO LIQUÓRICA RAQUIANA OU CISTERNAL,,,,AMB,HCO,HSO,REF,,,MEDULA,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,TAMPÃO SANGÜÍNEO PERIDURAL PARA TRATAMENTO DE CEFALÉIA PÓS PUNÇÃO (NÃO INDICADO NA PROFILAXIA DA CEFALÉIA),,,,AMB,HCO,HSO,REF,,,MEDULA,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,ANASTOMOSE ESPINO-FACIAL,,,,,HCO,HSO,REF,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,ANASTOMOSE HIPOGLOSSO-FACIAL,,,,,HCO,HSO,REF,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,BIÓPSIA DE NERVO,,,,AMB,HCO,HSO,REF,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,BLOQUEIO DE NERVO PERIFÉRICO,,,,AMB,HCO,HSO,REF,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,BLOQUEIO FENÓLICO E/OU ALCOÓLICO,,,,AMB,HCO,HSO,REF,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,"BLOQUEIO COM TOXINA BOTULÍNICA TIPO A PARA TRATAMENTO DE DISTONIAS FOCAIS, ESPASMO HEMIFACIAL E ESPASTICIDADE (COM DIRETRIZ DE UTILIZAÇÃO)",,,,AMB,HCO,HSO,REF,,8.0,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,DENERVAÇÃO PERCUTÂNEA DE FACETA ARTICULAR,,,,,HCO,HSO,REF,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,ENXERTO DE NERVO,,,,,HCO,HSO,REF,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,ENXERTO DE NERVO INTERFASCICULAR,,,,,HCO,HSO,REF,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
