,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,TRATAMENTO CIRÚRGICO DO DORSO CURVO OU ESCOLIOSE OU CIFOSE OU GIBA COSTAL,,,,,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,TRATAMENTO CONSERVADOR DO TRAUMATISMO RAQUIMEDULAR,,,,,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,"TRATAMENTO MICROCIRÚRGICO DAS LESÕES INTRAMEDULARES (TUMOR, MALFORMAÇÕES ARTERIOVENOSAS, SIRINGOMIELIA, PARASITOSES)",,,,,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,TRATAMENTO MICROCIRÚRGICO DO CANAL VERTEBRAL ESTREITO,,,,,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,TUMOR ÓSSEO VERTEBRAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,ARTRODESE AO NÍVEL DO OMBRO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"ARTICULAÇÃO ESCÁPULO-UMERAL ECINTURA ESCAPULAR",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,ARTROPLASTIA ESCÁPULO UMERAL COM IMPLANTE - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"ARTICULAÇÃO ESCÁPULO-UMERAL ECINTURA ESCAPULAR",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,ARTROTOMIA GLENOUMERAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"ARTICULAÇÃO ESCÁPULO-UMERAL ECINTURA ESCAPULAR",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,BIÓPSIA CIRÚRGICA DA CINTURA ESCAPULAR,,,,,HCO,HSO,REF,,,"ARTICULAÇÃO ESCÁPULO-UMERAL ECINTURA ESCAPULAR",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,DESARTICULAÇÃO AO NÍVEL DO OMBRO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"ARTICULAÇÃO ESCÁPULO-UMERAL ECINTURA ESCAPULAR",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,DOENÇA DE SPRENGEL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"ARTICULAÇÃO ESCÁPULO-UMERAL ECINTURA ESCAPULAR",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,ESCÁPULA EM RESSALTO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"ARTICULAÇÃO ESCÁPULO-UMERAL ECINTURA ESCAPULAR",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,FRATURAS E/OU LUXAÇÕES E/OU AVULSÕES - REDUÇÃO INCRUENTA,,,,AMB,HCO,HSO,REF,,,"ARTICULAÇÃO ESCÁPULO-UMERAL ECINTURA ESCAPULAR",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,FRATURAS E/OU LUXAÇÕES E/OU AVULSÕES - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"ARTICULAÇÃO ESCÁPULO-UMERAL ECINTURA ESCAPULAR",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,LUXAÇÕES CRÔNICAS INVETERADAS E RECIDIVANTES - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"ARTICULAÇÃO ESCÁPULO-UMERAL ECINTURA ESCAPULAR",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,OSTEOMIELITE AO NÍVEL DA CINTURA ESCAPULAR - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"ARTICULAÇÃO ESCÁPULO-UMERAL ECINTURA ESCAPULAR",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,PSEUDARTROSES E/OU OSTEOTOMIAS DA CINTURA ESCAPULAR - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"ARTICULAÇÃO ESCÁPULO-UMERAL ECINTURA ESCAPULAR",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,RESSECÇÃO PARCIAL OU TOTAL DE CLAVÍCULA,,,,,HCO,HSO,REF,,,"ARTICULAÇÃO ESCÁPULO-UMERAL ECINTURA ESCAPULAR",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,REVISÃO CIRÚRGICA DE PRÓTESE DE OMBRO,,,,,HCO,HSO,REF,,,"ARTICULAÇÃO ESCÁPULO-UMERAL ECINTURA ESCAPULAR",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
