,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,DOSAGEM DE BARBITÚRICOS,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
1,"BARBITURATOS, PESQUISA E/OU DOSAGEM NA URINA",,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
2,DOSAGEM DE BENZODIAZEPÍNICOS,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
3,DOSAGEM DE DIGITÁLICOS,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
4,DOSAGEM DE IMUNOSSUPRESSORES,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
5,DOSAGEM DE ANTIARRITMICOS,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
6,DOSAGEM DE TEOFILINA,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
7,ELETROFORESE DE GLICOPROTEÍNAS,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
8,ELETROFORESE DE LIPOPROTEÍNAS,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
9,ELETROFORESE DE PROTEÍNAS,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
10,ELETROFORESE DE PROTEÍNAS DE ALTA RESOLUÇÃO (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,PAC,22.0,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
11,ENOLASE NEURÔNIO-ESPECÍFICA,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
12,ETOSUXIMIDA,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
13,"FENILALANINA, DOSAGEM",,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
14,FERRITINA,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
15,FERRO SÉRICO,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
16,FOSFATASE ÁCIDA FRAÇÃO PROSTÁTICA,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
17,FOSFATASE ÁCIDA TOTAL,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
18,FOSFATASE ALCALINA,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
