,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,PÓLIPOS VESICAIS - RESSECÇÃO ENDOSCÓPICA,,,,AMB,HCO,HSO,REF,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,PUNÇÃO E ASPIRAÇÃO VESICAL,,,,AMB,HCO,HSO,REF,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,REIMPLANTE URETERO-VESICAL À BOARI,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,RETENÇÃO POR COÁGULO - ASPIRAÇÃO VESICAL,,,,AMB,HCO,HSO,REF,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,RETIRADA ENDOSCÓPICA DE DUPLO J,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,TUMOR VESICAL - FOTOCOAGULAÇÃO A LASER,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,TUMOR VESICAL - RESSECÇÃO ENDOSCÓPICA,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,TRATAMENTO DA HIPERATIVIDADE VESICAL: INJEÇÃO INTRAVESICAL DE TOXINA BOTULÍNICA (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,,73.0,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,VESICOSTOMIA CUTÂNEA - CONFECÇÃO OU FECHAMENTO,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,ABSCESSO PERIURETRAL - TRATAMENTO CIRÚRGICO,,,,AMB,HCO,HSO,REF,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,BIÓPSIA ENDOSCÓPICA DE URETRA,,,,AMB,HCO,HSO,REF,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,CORPO ESTRANHO OU CÁLCULO - EXTRAÇÃO CIRÚRGICA,,,,,HCO,HSO,REF,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,CORPO ESTRANHO OU CÁLCULO - EXTRAÇÃO ENDOSCÓPICA,,,,AMB,HCO,HSO,REF,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,DIVERTÍCULO URETRAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,ELETROCOAGULAÇÃO ENDOSCÓPICA,,,,AMB,HCO,HSO,REF,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,ESFINCTEROTOMIA,,,,,HCO,HSO,REF,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,FÍSTULA URETRAL - CORREÇÃO CIRÚRGICA,,,,,HCO,HSO,REF,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,INCONTINÊNCIA URINÁRIA - TRATAMENTO CIRÚRGICO SLING OU ESFÍNCTER ARTIFICIAL (COM DIRETRIZ DE UTILIZAÇÃO),,,,,HCO,HSO,REF,,48.0,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,INCONTINÊNCIA URINÁRIA - TRATAMENTO CIRÚRGICO (EXCETO ESFÍNCTER ARTIFICIAL),,,,,HCO,HSO,REF,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
