,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,INJEÇÃO OCULAR DE TOXINA BOTULÍNICA,,,,AMB,HCO,HSO,REF,PAC,,MÚSCULOS,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,APLICAÇÃO DE PLACA RADIATIVA EPISCLERAL,,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,BIÓPSIA DE RETINA,,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,EXÉRESE DE TUMOR DE CORÓIDE E/OU CORPO CILIAR,,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,FOTOCOAGULAÇÃO (LASER),,,,AMB,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,IMPLANTE INTRAVÍTREO DE POLÍMERO FARMACOLÓGICO DE LIBERAÇÃO CONTROLADA (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,,46.0,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,MAPEAMENTO DE RETINA (FUNDOSCOPIA),,,,AMB,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,PANCRIOTERAPIA PERIFÉRICA,,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,PANTOFOTOCOAGULAÇÃO Á LASER NA RETINOPATIA DA PREMATURIDADE (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,,59.0,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,REMOÇÃO DE IMPLANTE EPISCLERAL,,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,RETINOPEXIA COM INTROFLEXÃO ESCLERAL,,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,RETINOPEXIA PNEUMÁTICA,,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,RETINOPEXIA PROFILÁTICA (CRIOPEXIA),,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,TERMOTERAPIA TRANSPUPILAR A LASER (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,,66.0,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,CIRURGIA DA GLÂNDULA LACRIMAL,,,,,HCO,HSO,REF,,,VIAS LACRIMAIS,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,DACRIOCISTECTOMIA,,,,,HCO,HSO,REF,,,VIAS LACRIMAIS,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,DACRIOCISTORRINOSTOMIA COM OU SEM INTUBAÇÃO,,,,,HCO,HSO,REF,,,VIAS LACRIMAIS,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,FECHAMENTO DOS PONTOS LACRIMAIS,,,,AMB,HCO,HSO,REF,,,VIAS LACRIMAIS,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,RECONSTITUIÇÃO DE VIAS LACRIMAIS COM SILICONE OU OUTRO MATERIAL,,,,,HCO,HSO,REF,,,VIAS LACRIMAIS,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
