,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,TRATAMENTO DE CÂNCER DE OVÁRIO (DEBULKING) VIA LAPAROSCÓPICA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,AMNIORREDUÇÃO OU AMNIOINFUSÃO,,,,,HCO,,REF,,,"PARTOS E OUTROS PROCEDIMENTOSOBSTÉTRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,ASPIRAÇÃO MANUAL INTRA-UTERINA (AMIU) PÓS-ABORTAMENTO,,,,,HCO,HSO,REF,,,"PARTOS E OUTROS PROCEDIMENTOSOBSTÉTRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,ASSISTÊNCIA AO TRABALHO DE PARTO,,,,,HCO,,REF,,,"PARTOS E OUTROS PROCEDIMENTOSOBSTÉTRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,CERCLAGEM DO COLO UTERINO,,,,,HCO,,REF,,,"PARTOS E OUTROS PROCEDIMENTOSOBSTÉTRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,CURETAGEM PÓS-ABORTAMENTO,,,,,HCO,HSO,REF,,,"PARTOS E OUTROS PROCEDIMENTOSOBSTÉTRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,EMBRIOTOMIA,,,,,HCO,HSO,REF,,,"PARTOS E OUTROS PROCEDIMENTOSOBSTÉTRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,GRAVIDEZ ECTÓPICA - CIRURGIA,,,,,HCO,HSO,REF,,,"PARTOS E OUTROS PROCEDIMENTOSOBSTÉTRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,GRAVIDEZ  ECTÓPICA - CIRURGIA POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,"PARTOS E OUTROS PROCEDIMENTOSOBSTÉTRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,MATURAÇÃO CERVICAL PARA INDUÇÃO DE ABORTAMENTO OU TRABALHO DE PARTO,,,,,HCO,HSO,REF,,,"PARTOS E OUTROS PROCEDIMENTOSOBSTÉTRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,INVERSÃO UTERINA - REDUÇÃO MANUAL OU TRATAMENTO CIRURGICO,,,,,HCO,,REF,,,"PARTOS E OUTROS PROCEDIMENTOSOBSTÉTRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,PARTO POR VIA VAGINAL,,,,,HCO,,REF,,,"PARTOS E OUTROS PROCEDIMENTOSOBSTÉTRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,PARTO CESARIANO (COM DIRETRIZ DE UTILIZAÇÃO),,,,,HCO,,REF,,145.0,"PARTOS E OUTROS PROCEDIMENTOSOBSTÉTRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,"REVISÃO OBSTÉTRICA DE PARTO OCORRIDO FORA DO HOSPITAL (INCLUI EXAME, DEQUITAÇÃO E SUTURA DE LACERAÇÕES ATÉ DE 2o GRAU)",,,,,HCO,,REF,,,"PARTOS E OUTROS PROCEDIMENTOSOBSTÉTRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,VERSÃO CEFÁLICA EXTERNA,,,,,HCO,,REF,,,"PARTOS E OUTROS PROCEDIMENTOSOBSTÉTRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,BIÓPSIA ESTEREOTÁXICA DE ENCÉFALO,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,CIRURGIA INTRACRANIANA POR VIA ENDOSCÓPICA,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,CRANIOTOMIA PARA REMOÇÃO DE CORPO ESTRANHO,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,DERIVAÇÃO VENTRICULAR EXTERNA,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
