,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,REALINHAMENTOS DO APARELHO EXTENSOR EM JOELHO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,RECONSTRUÇÕES LIGAMENTARES DO PIVOT CENTRAL DE JOELHO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,RESSECÇÃO DE OSSO DO PÉ,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,REVISÕES DE ARTROPLASTIA TOTAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,REVISÕES DE REALINHAMENTOS DO APARELHO EXTENSOR EM JOELHO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,REVISÕES DE RECONSTRUÇÕES INTRA-ARTICULARES DE JOELHO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,ROTURA DO TENDÃO DE AQUILES - REDUÇÃO INCRUENTA,,,,AMB,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,ROTURA DO TENDÃO DE AQUILES - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,TOALETE CIRÚRGICA - CORREÇÃO DE JOELHO FLEXO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,TRANSPLANTE AUTÓLOGO EM JOELHO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,TRANSPOSIÇÃO DE FÍBULA/TÍBIA,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,TRATAMENTO CIRÚRGICO DA ARTRITE SÉPTICA,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,TRATAMENTO CIRÚRGICO DA OSTEOCONDRITE DE TORNOZELO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,TRATAMENTO CIRÚRGICO DA OSTEOMIELITE,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,"TRATAMENTO CIRÚRGICO DA SINDACTILIA SIMPLES, COMPLEXA OU MÚLTIPLA",,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,TRATAMENTO CIRÚRGICO DE ARTRITE OU OSTEOARTRITE,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,TRATAMENTO CIRÚRGICO DE DEFORMIDADES DOS DEDOS,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,TRATAMENTO CIRÚRGICO DE EPIFISITES E TENDINITES,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,TRATAMENTO CIRÚRGICO DE GIGANTISMO EM PÉ,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
