,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,TORÇÃO DE TESTÍCULO - CURA CIRÚRGICA,,,,,HCO,HSO,REF,,,TESTÍCULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,TUMOR DE TESTÍCULO - RESSECÇÃO,,,,,HCO,HSO,REF,,,TESTÍCULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,VARICOCELE - CORREÇÃO CIRÚRGICA,,,,,HCO,HSO,REF,,,TESTÍCULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,BIÓPSIA DE EPIDÍDIMO,,,,AMB,HCO,HSO,REF,,,EPIDÍDIMO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,DRENAGEM DE ABSCESSO,,,,AMB,HCO,HSO,REF,,,EPIDÍDIMO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,EPIDIDIMECTOMIA,,,,,HCO,HSO,REF,,,EPIDÍDIMO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,EPIDIDIMOVASOPLASTIA (INCLUINDO MICROCIRURGIA),,,,,HCO,HSO,REF,,,EPIDÍDIMO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,EXÉRESE DE CISTO,,,,AMB,HCO,HSO,REF,,,EPIDÍDIMO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,ESPERMATOCELECTOMIA,,,,AMB,HCO,HSO,REF,,,CORDÃO ESPERMÁTICO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,EXPLORAÇÃO CIRÚRGICA DO DEFERENTE,,,,,HCO,HSO,REF,,,CORDÃO ESPERMÁTICO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,CIRURGIA DE ESTERILIZAÇÃO MASCULINA (VASECTOMIA) - COM DIRETRIZ DE UTILIZAÇÃO,,,,,HCO,HSO,REF,,12.0,CORDÃO ESPERMÁTICO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,VASOVASOANASTOMOSE (EXCETO PARA REVERSÃO DE VASECTOMIA),,,,,HCO,HSO,REF,,,CORDÃO ESPERMÁTICO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,AMPUTAÇÃO PARCIAL OU TOTAL,,,,,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,BIÓPSIA PENIANA,,,,AMB,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,DOENÇA DE PEYRONIE - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,ELETROCOAGULAÇÃO DE LESÕES CUTÂNEAS,,,,,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,EMASCULAÇÃO PARA TRATAMENTO ONCOLÓGICO OU FASCEÍTE NECROTIZANTE,,,,,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,EPISPADIA - RECONSTRUÇÃO,,,,,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,EPISPADIA COM INCONTINÊNCIA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
