,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,URETEROTOMIA INTERNA PERCUTÂNEA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,URETEROTOMIA INTERNA URETEROSCÓPICA FLEXÍVEL OU RÍGIDA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,URETEROURETEROCISTONEOSTOMIA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,URETEROURETEROSTOMIA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,URETEROURETEROSTOMIA LAPAROSCÓPICA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,AMPLIAÇÃO VESICAL,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,BEXIGA PSÓICA,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,BIÓPSIA ENDOSCÓPICA DE BEXIGA,,,,AMB,HCO,HSO,REF,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,BIÓPSIA VESICAL A CÉU ABERTO,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,CÁLCULO VESICAL - EXTRAÇÃO ENDOSCÓPICA,,,,AMB,HCO,HSO,REF,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,CISTECTOMIA,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,CISTECTOMIA LAPAROSCÓPICA (INCLUI PRÓSTATA OU ÚTERO),,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,CISTOLITOTOMIA,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,CISTOLITOTRIPSIA A LASER,,,,,HCO,HSO,REF,PAC,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,CISTOLITOTRIPSIA EXTRACORPÓREA,,,,,HCO,HSO,REF,PAC,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,"CISTOLITOTRIPSIA PERCUTÂNEA (U.S., E.H., E.C.)",,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,"CISTOLITOTRIPSIA TRANSURETRAL (U.S., E.H., E.C.)",,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,CISTOPLASTIA REDUTORA,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,CISTORRAFIA,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
