,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,TESTE DA UREASE PARA HELICOBACTER PYLORI (TESTE DE HEALD),,,,AMB,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
1,TRATAMENTO ENDOSCÓPICO DE HEMOPTISE,,,,,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
2,URETEROSCOPIA FLEXÍVEL OU RÍGIDO,,,,,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
3,URETROTOMIA ENDOSCÓPICA,,,,,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
4,VÍDEO-ENDOSCOPIA DO ESFÍNCTER VELO-PALATINO COM ÓTICA FLEXÍVEL OU RÍGIDA,,,,AMB,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
5,VÍDEO-ENDOSCOPIA NASO-SINUSAL COM ÓTICA FLEXÍVEL OU RÍGIDA,,,,AMB,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
6,VÍDEO-FARINGO-LARINGOSCOPIA COM ENDOSCÓPIO FLEXÍVEL OU RÍGIDO,,,,AMB,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
7,VÍDEO-LARINGO-ESTROBOSCOPIA COM ENDOSCÓPIO FLEXÍVEL OU RÍGIDO,,,,AMB,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
8,"3-METIL HISTIDINA, DOSAGEM NO SORO",,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
9,5-NUCLEOTIDASE,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
10,"ACETILCOLINESTERASE, EM ERITRÓCITOS",,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
11,ÁCIDO ASCÓRBICO (VITAMINA C),,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
12,ÁCIDO CÍTRICO (CITRATO),,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
13,ÁCIDO FÓLICO (FOLATO),,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
14,ÁCIDO LÁCTICO (LACTATO),,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
15,ÁCIDO ORÓTICO (OROTATO),,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
16,ÁCIDO OXÁLICO (OXALATO),,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
17,ÁCIDO PIRÚVICO (PIRUVATO),,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
18,ÁCIDO SIÁLICO,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
