,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,REIMPLANTE URETEROINTESTINAL LAPAROSCÓPICO,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,REIMPLANTE URETERO-VESICAL,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,REIMPLANTE URETERO-VESICAL LAPAROSCÓPICO,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,RETIRADA ENDOSCÓPICA DE CÁLCULO DE URETER,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,TRANSURETEROSTOMIA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,URETERECTOMIA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,URETEROCELE -TRATAMENTO CIRURGICO OU ENDOSCOPICO,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,URETEROILEOCISTOSTOMIA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,URETEROILEOSTOMIA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,URETERÓLISE,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,URETEROLITOTOMIA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,URETEROLITOTRIPSIA EXTRACORPÓREA,,,,,HCO,HSO,REF,PAC,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,URETEROPLASTIA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,URETERORRENOLITOTOMIA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,URETERORRENOLITOTRIPSIA A LASER,,,,,HCO,HSO,REF,PAC,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,"URETERORRENOLITOTRIPSIA FLEXÍVEL OU RÍGIDA (MEC., E.H., OU US)",,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,URETEROSSIGMOIDOPLASTIA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,URETEROSSIGMOIDOSTOMIA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,URETEROSTOMIA CUTÂNEA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
