,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,MANOMETRIA ESOFÁGICA COM OU SEM TESTE PROVOCATIVO,,,,AMB,HCO,HSO,REF,,,TUBO DIGESTIVO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
1,MANOMETRIA ESOFÁGICA PARA LOCALIZAÇÃO DOS ESFÍNCTERES PRÉ-PH-METRIA,,,,AMB,HCO,HSO,REF,,,TUBO DIGESTIVO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
2,PH-METRIA ESOFÁGICA,,,,AMB,HCO,HSO,REF,,,TUBO DIGESTIVO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
3,PLETISMOGRAFIA PENIANA NOTURNA,,,,AMB,HCO,HSO,REF,,,TUBO DIGESTIVO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
4,AUDIOMETRIA TONAL LIMIAR,,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
5,AUDIOMETRIA TONAL LIMIAR CONDICIONADA,,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
6,AUDIOMETRIA VOCAL - PESQUISA DE LIMIAR DE DISCRIMINAÇÃO/INTELIGIBILIDADE (LOGOAUDIOMETRIA),,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
7,AUDIOMETRIA VOCAL COM MENSAGEM COMPETITIVA (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,,5.0,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
8,AVALIAÇÃO DO PROCESSAMENTO AUDITIVO CENTRAL (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,,5.0,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
9,EEG INTRA-OPERATÓRIO PARA MONITORIZAÇÃO CIRÚRGICA NÃO NEUROLÓGICA (EEG/IO),,,,,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
10,ELETROENCEFALOGRAMA DIGITAL QUANTITATIVO (MAPEAMENTO CEREBRAL) COM OU SEM ANÁLISE DE COERÊNCIA,,,,AMB,HCO,HSO,REF,PAC,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
11,ELETROCOCLEOGRAFIA (ECOCHG),,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
12,ELETROCORTICOGRAFIA INTRA-OPERATÓRIA (ECOG),,,,,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
13,"ELETROENCEFALOGRAMA ESPECIAL: TERAPIA INTENSIVA, MORTE CEREBRAL, SONO, SEDAÇÃO, EEG PROLONGADO",,,,,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
14,"ELETROENCEFALOGRAMA DE ROTINA, VIGÍLIA OU SONO, HIPERVENTILAÇÃO, FOTOESTIMULAÇÃO, ANALÓGICO OU DIGITAL (EEG/R)",,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
15,ELETROGLOTOGRAFIA,,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
16,ELETRONEUROMIOGRAFIA DE QUALQUER SEGMENTO COM OU SEM REGISTRO DE MOVIMENTO INVOLUNTÁRIO,,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
17,ELETRONEUROMIOGRAFIA GENITOPERINEAL,,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
18,ELETRO-OCULOGRAFIA,,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
