,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,EPIPLOPLASTIA,,,,,HCO,HSO,REF,,,PERITÔNIO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,IMPLANTE OU RETIRADA DE CATETER PERITONEAL (TENCKHOFF OU OUTROS),,,,,HCO,HSO,REF,PAC,,PERITÔNIO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,OMENTECTOMIA,,,,,HCO,HSO,REF,,,PERITÔNIO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,OMENTECTOMIA LAPAROSCÓPICA,,,,,HCO,HSO,REF,,,PERITÔNIO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,BIÓPSIA DE PAREDE ABDOMINAL,,,,AMB,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,CISTO SACRO-COCCÍGEO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,DIÁSTASE DOS RETOS-ABDOMINAIS - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,HÉRNIA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,HERNIORRAFIA COM OU SEM RESSECÇÃO INTESTINAL,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,HERNIORRAFIA COM OU SEM RESSECÇÃO INTESTINAL POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,HERNIORRAFIA CRURAL,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,HERNIORRAFIA CRURAL POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,HERNIORRAFIA EPIGÁSTRICA,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,HERNIORRAFIA INCISIONAL,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,HERNIORRAFIA INGUINAL,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,HERNIORRAFIA INGUINAL POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,HERNIORRAFIA INGUINAL NO RN OU LACTENTE,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,HERNIORRAFIA LOMBAR,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,HERNIORRAFIA RECIDIVANTE,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
