,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,FRATURAS OU FRATURA-LUXAÇÃO DE COLUNA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,HEMIVÉRTEBRA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,HÉRNIA DE DISCO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,LAMINECTOMIA OU LAMINOTOMIA,,,,,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,MICROCIRURGIA PARA TUMORES EXTRA OU INTRADURAIS,,,,,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,OSTEOTOMIA DE COLUNA VERTEBRAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,PSEUDARTROSE DE COLUNA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,REDUÇÃO INCRUENTA DE OUTRAS AFECÇÕES DA COLUNA,,,,AMB,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,RETIRADA DE CORPO ESTRANHO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,RETIRADA DE MATERIAL DE SÍNTESE - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,SUBSTITUIÇÃO DE CORPO VERTEBRAL,,,,,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,TRAÇÃO CERVICAL TRANSESQUELÉTICA,,,,,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,TRATAMENTO CIRÚRGICO DA CIFOSE INFANTIL,,,,,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,TRATAMENTO CIRÚRGICO DA COSTELA CERVICAL,,,,,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,TRATAMENTO CIRÚRGICO DA LESÃO TRAUMÁTICA RAQUIMEDULAR,,,,,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,TRATAMENTO CIRÚRGICO DA OSTEOMIELITE,,,,,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,TRATAMENTO CIRÚRGICO DAS MALFORMAÇÕES CRANIOVERTEBRAIS,,,,,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,TRATAMENTO CIRÚRGICO DE ESPONDILOLISTESE,,,,,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,TRATAMENTO CIRÚRGICO DO DISRAFISMO ESPINHAL,,,,,HCO,HSO,REF,,,COLUNA VERTEBRAL,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
