,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,EXPLORAÇÃO CIRÚRGICA DE TENDÃO DE MÃO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,FALANGIZAÇÃO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,FIXADOR EXTERNO DINÂMICO COM OU SEM ALONGAMENTO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,FRATURA (INCLUINDO DESCOLAMENTO EPIFISÁRIO) - REDUÇÃO INCRUENTA,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,FRATURA (INCLUINDO DESCOLAMENTO EPIFISÁRIO) - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,FRATURA DE BENNETT - TRATAMENTO CIRÚRGICO,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,FRATURA DE OSSO DO CARPO - REDUÇÃO CIRÚRGICA,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,FRATURA DE PUNHO - TRATAMENTO CONSERVADOR,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,FRATURA DO CARPO - REDUÇÃO INCRUENTA,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,FRATURA DO METACARPIANO - TRATAMENTO CONSERVADOR,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,FRATURA E/OU LUXAÇÕES (INCLUINDO DESCOLAMENTO EPIFISÁRIO) - REDUÇÃO INCRUENTA,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,FRATURA VICIOSAMENTE CONSOLIDADA DE ANTEBRAÇO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,FRATURAS / PSEUDARTROSES / ARTROSES / COM FIXADOR EXTERNO DINÂMICO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,FRATURAS DE FALANGES OU METACARPIANOS - REDUÇÃO INCRUENTA,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,FRATURAS DE FALANGES OU METACARPIANOS - TRATAMENTO CIRÚRGICO C/ FIXAÇÃO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,FRATURAS DO CARPO - TRATAMENTO CONSERVADOR,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,FRATURAS E OU LUXAÇÕES - REDUÇÃO INCRUENTA,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,FRATURAS E OU LUXAÇÕES - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,FRATURAS E PSEUDARTROSES - FIXADOR EXTERNO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
