,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,SEIO UROGENITAL - PLÁSTICA,,,,,HCO,HSO,REF,,,PERÍNEO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,CIRURGIA DO PROLAPSO DE CÚPULA VAGINAL,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,CIRURGIA LAPAROSCÓPICA DO PROLAPSO DE CÚPULA VAGINAL,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,CULDOPLASTIA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,ENDOMETRIOSE - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,ENDOMETRIOSE - TRATAMENTO CIRÚRGICO VIA LAPAROSCÓPICA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,LAPAROSCOPIA GINECOLÓGICA COM OU SEM BIÓPSIA - INCLUI CROMOTUBAGEM,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,LIBERAÇÃO DE ADERÊNCIAS PÉLVICAS COM OU SEM RESSECÇÃO DE CISTOS PERITONIAIS OU SALPINGÓLISE,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,"LIBERAÇÃO LAPAROSCÓPICA DE ADERÊNCIAS PÉLVICAS, COM OU SEM RESSECÇÃO DE CISTOS PERITONEAIS OU SALPINGOLISE",,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,LIGADURA DE VEIA OVARIANA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,LIGAMENTOPEXIA PÉLVICA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,LIGAMENTOPEXIA PÉLVICA LAPAROSCÓPICA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,NEURECTOMIA PRÉ-SACRAL OU DO NERVO GÊNITO-FEMORAL,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,RESSECÇÃO DE TUMOR DE PAREDE ABDOMINAL PÉLVICA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,RESSECÇÃO OU LIGADURA DE VARIZES PÉLVICAS,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,RESSECÇÃO OU LIGADURA LAPAROSCÓPICA DE VARIZES PÉLVICAS,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,SECÇÃO DE LIGAMENTOS ÚTERO-SACROS,,,,,HCO,,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,SECÇÃO LAPAROSCÓPICA DE LIGAMENTOS ÚTERO-SACROS,,,,,HCO,,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,TRATAMENTO DE CÂNCER DE OVÁRIO (DEBULKING),,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
