,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,SESSÃO COM PSICÓLOGO,541/2022,01/08/2022,,AMB,,,REF,,,"CONSULTAS, VISITAS HOSPITALARES OUACOMPANHAMENTO DE PACIENTES",PROCEDIMENTOS GERAIS,PROCEDIMENTOS GERAIS
1,CONSULTA/AVALIAÇÃO COM FONOAUDIÓLOGO,541/2022,01/08/2022,,AMB,,,REF,,,"CONSULTAS, VISITAS HOSPITALARES OUACOMPANHAMENTO DE PACIENTES",PROCEDIMENTOS GERAIS,PROCEDIMENTOS GERAIS
2,SESSÃO COM FONOAUDIÓLOGO,541/2022,01/08/2022,,AMB,,,REF,,,"CONSULTAS, VISITAS HOSPITALARES OUACOMPANHAMENTO DE PACIENTES",PROCEDIMENTOS GERAIS,PROCEDIMENTOS GERAIS
3,CONSULTA COM NUTRICIONISTA (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,,,REF,,103.0,"CONSULTAS, VISITAS HOSPITALARES OUACOMPANHAMENTO DE PACIENTES",PROCEDIMENTOS GERAIS,PROCEDIMENTOS GERAIS
4,CONSULTA/AVALIAÇÃO COM TERAPEUTA OCUPACIONAL,541/2022,01/08/2022,,AMB,,,REF,,,"CONSULTAS, VISITAS HOSPITALARES OUACOMPANHAMENTO DE PACIENTES",PROCEDIMENTOS GERAIS,PROCEDIMENTOS GERAIS
5,SESSÃO COM TERAPEUTA OCUPACIONAL,541/2022,01/08/2022,,AMB,,,REF,,,"CONSULTAS, VISITAS HOSPITALARES OUACOMPANHAMENTO DE PACIENTES",PROCEDIMENTOS GERAIS,PROCEDIMENTOS GERAIS
6,"TRANSPORTE EXTRA-HOSPITALAR DE PACIENTES GRAVES COM ACOMPANHAMENTO MÉDICO, DO ESTABELECIMENTO HOSPITALAR DE ORIGEM PARA OUTRO ESTABELECIMENTO DE SAÚDE",,,,,HCO,HSO,REF,,,"CONSULTAS, VISITAS HOSPITALARES OUACOMPANHAMENTO DE PACIENTES",PROCEDIMENTOS GERAIS,PROCEDIMENTOS GERAIS
7,VISITA HOSPITALAR,,,,,HCO,HSO,REF,,,"CONSULTAS, VISITAS HOSPITALARES OUACOMPANHAMENTO DE PACIENTES",PROCEDIMENTOS GERAIS,PROCEDIMENTOS GERAIS
8,ACOMPANHAMENTO CLÍNICO AMBULATORIAL PÓS-TRANSPLANTE DE CÓRNEA,,,,,HCO,HSO,REF,,,AVALIAÇÕES/ACOMPANHAMENTOS,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
9,ACOMPANHAMENTO CLÍNICO AMBULATORIAL PÓS-TRANSPLANTE DE MEDULA ÓSSEA,,,,,HCO,HSO,REF,,,AVALIAÇÕES/ACOMPANHAMENTOS,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
10,ACOMPANHAMENTO CLÍNICO AMBULATORIAL PÓS-TRANSPLANTE HEPÁTICO,546/2022,03/10/2022,,,HCO,HSO,REF,,,AVALIAÇÕES/ACOMPANHAMENTOS,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
11,ACOMPANHAMENTO CLÍNICO AMBULATORIAL PÓS-TRANSPLANTE RENAL,,,,,HCO,HSO,REF,,,AVALIAÇÕES/ACOMPANHAMENTOS,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
12,ACOMPANHAMENTO CLÍNICO DE TRANSPLANTE HEPÁTICO NO PERÍODO DE INTERNAÇÃO DO RECEPTOR E DO DOADOR,546/2022,03/10/2022,,,HCO,HSO,REF,PAC,,AVALIAÇÕES/ACOMPANHAMENTOS,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
13,ACOMPANHAMENTO CLÍNICO DE TRANSPLANTE RENAL NO PERÍODO DE INTERNAÇÃO DO RECEPTOR E DO DOADOR,,,,,HCO,HSO,REF,PAC,,AVALIAÇÕES/ACOMPANHAMENTOS,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
14,AVALIAÇÃO CLÍNICA DIARIA ENTERAL E/OU PARENTERAL,,,,,HCO,HSO,REF,,,AVALIAÇÕES/ACOMPANHAMENTOS,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
15,"AVALIAÇÃO CLÍNICA E ELETRÔNICA DE PACIENTE PORTADOR DE DISPOSITIVO CARDÍACO ELETRÔNICO IMPLANTÁVEL (MARCA-PASSO, ESTIMULADOR MULTISSÍTIO/RESSINCRONIZADOR, DESFIBRILADOR OU MONITOR DE EVENTOS)",,,,AMB,HCO,HSO,REF,,,AVALIAÇÕES/ACOMPANHAMENTOS,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
16,CARDIOVERSÃO ELÉTRICA COM ELETROCARDIOGRAMA,,,,AMB,HCO,HSO,REF,,,AVALIAÇÕES/ACOMPANHAMENTOS,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
