,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,"GLICOSE-6-FOSFATO DESIDROGENASE, TRIAGEM PARA DEFICIÊNCIA",,,,AMB,HCO,HSO,REF,,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
1,"GRUPO ABO, CLASSIFICAÇÃO REVERSA",,,,AMB,HCO,HSO,REF,,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
2,"GRUPO SANGUÍNEO ABO, E FATOR Rho (INCLUI Du)",,,,AMB,HCO,HSO,REF,,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
3,"HEINZ, CORPÚSCULOS, PESQUISA",,,,AMB,HCO,HSO,REF,,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
4,"HEMATÓCRITO, DETERMINAÇÃO DO",,,,AMB,HCO,HSO,REF,,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
5,"HEMOGLOBINA, DOSAGEM",,,,AMB,HCO,HSO,REF,,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
6,HEMOGLOBINA FETAL,,,,AMB,HCO,HSO,REF,,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
7,"HEMOGLOBINA, ELETROFORESE",,,,AMB,HCO,HSO,REF,,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
8,"HEMOGLOBINOPATIA, TRIAGEM NEONATAL",,,,AMB,HCO,HSO,REF,,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
9,"HEMOGRAMA COMPLETO [INCLUI: CONTAGEM GLOBAL DE LEUCÓCITOS; CONTAGEM GLOBAL DE ERITRÓCITOS; HEMATÓCRITO; HEMOGLOBINA; ÍNDICES HEMATIMÉTRICOS; CONTAGEM GLOBAL DE PLAQUETAS; CONTAGEM DIFERENCIAL DE LEUCÓCITOS (NEUTRÓFILOS, BASTÕES, EOSINÓFILOS,",,,,AMB,HCO,HSO,REF,,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
10,"HEMOSSEDIMENTAÇÃO, (VHS)",,,,AMB,HCO,HSO,REF,,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
11,HEMOSSIDERINA,,,,AMB,HCO,HSO,REF,,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
12,IMUNOFENOTIPAGEM DE SUBPOPULAÇÕES LINFOCITÁRIAS - CITOMETRIA DE FLUXO,,,,AMB,HCO,HSO,REF,PAC,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
13,IMUNOFENOTIPAGEM PARA DOENÇA RESIDUAL MÍNIMA,,,,AMB,HCO,HSO,REF,PAC,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
14,IMUNOFENOTIPAGEM PARA HEMOGLOBINÚRIA PAROXISTICA NOTURNA,,,,AMB,HCO,HSO,REF,PAC,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
15,"IMUNOFENOTIPAGEM PARA LEUCEMIAS AGUDAS E CRÔNICAS, SINDROME MIELODISPLÁSICA E TRANSTORNOS MIELOPROLIFERATIVOS",,,,AMB,HCO,HSO,REF,PAC,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
16,IMUNOFENOTIPAGEM PARA LINFOMAS NÃO-HODGKIN / SINDROMES LINFOPROLIFERATIVAS CRÔNICAS,,,,AMB,HCO,HSO,REF,PAC,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
17,"INIBIDOR DO FATOR IX, DOSAGEM OU PESQUISA",,,,AMB,HCO,HSO,REF,,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
18,INIBIDOR DOS FATORES DA HEMOSTASIA (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,PAC,49.0,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
