,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,PIRUVATO QUINASE,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
1,"PORFIRINAS, FRACIONAMENTO",,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
2,POTÁSSIO,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
3,PRÉ-ALBUMINA,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
4,"PROCALCITONINA, DOSAGEM (COM DIRETRIZ DE UTILIZAÇÃO)",,,,AMB,HCO,HSO,REF,,127.0,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
5,PROTEÍNAS TOTAIS,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
6,PROVA IMUNOALÉRGICAS PARA BACTÉRIAS (POR ANTÍGENOS),,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
7,PROVA IMUNOALÉRGICAS PARA FUNGOS (POR ANTÍGENOS),,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
8,"SACAROSE, TESTE DE TOLERÂNCIA",,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
9,SÓDIO,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
10,SUCCINIL ACETONA (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,PAC,63.0,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
11,SULFATOS ORGÂNICOS OU INORGÂNICOS,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
12,TESTE DE TOLERÂNCIA A INSULINA OU HIPOGLICEMIANTES ORAIS,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
13,TESTE ORAL DE TOLERÂNCIA À GLICOSE,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
14,TIROSINA,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
15,TRANSAMINASE OXALACÉTICA (ASPARTATO AMINOTRANSFERASE),,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
16,TRANSAMINASE PIRÚVICA (ALANINA AMINOTRANSFERASE),,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
17,TRANSFERRINA,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
18,TRIGLICERÍDEOS,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
