,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,BIÓPSIA DE BOCA (COM DIRETRIZ DE UTILIZAÇÃO),,,OD,AMB,HCO,HSO,REF,,81.0,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,BRIDECTOMIA,,,OD,AMB,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,BRIDOTOMIA,,,OD,AMB,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,CAPEAMENTO PULPAR DIRETO - EXCLUINDO RESTAURAÇÃO FINAL,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,CIRURGIA PARA EXOSTOSE MAXILAR,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,CIRURGIA PARA TORUS MANDIBULAR,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,CIRURGIA PARA TORUS PALATINO,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,CIRURGIA PERIODONTAL A RETALHO,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,COLAGEM DE FRAGMENTOS DENTÁRIOS,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,COROA UNITÁRIA PROVISÓRIA COM OU SEM PINO/PROVISÓRIO PARA PREPARO DE RESTAUÇÃO METÁLICA FUNDIDA (RMF) - COM DIRETRIZ DE UTILIZAÇÃO,,,OD,,,,,,90.0,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,REEMBASAMENTO DE COROA PROVISÓRIA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,CUNHA PROXIMAL,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,CONTROLE DE HEMORRAGIA COM APLICAÇÃO DE AGENTE HEMOSTÁTICO EM REGIÃO BUCO-MAXILO-FACIAL,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,CONTROLE DE HEMORRAGIA SEM APLICAÇÃO DE AGENTE HEMOSTÁTICO EM REGIÃO BUCO-MAXILO-FACIAL,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,"INCISÃO E DRENAGEM EXTRA-ORAL DE ABSCESSO, HEMATOMA E/OU FLEGMÃO DA REGIÃO BUCO-MAXILO- FACIAL",,,OD,AMB,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,"INCISÃO E DRENAGEM INTRA-ORAL DE ABSCESSO, HEMATOMA E/OU FLEGMÃO DA REGIÃO BUCO-MAXILO- FACIAL",,,OD,AMB,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,EXCISÃO DE LESÃO COM RECONSTRUÇÃO,,,,,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,EXCISÃO DE TUMOR DE BOCA COM MANDIBULECTOMIA OU MAXILECTOMIA,,,,,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,EXÉRESE DE LESÃO E ENXERTO CUTÂNEO OU MUCOSO,,,,,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
