,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,FRATURA DE PÊNIS - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,HIPOSPADIA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,IMPLANTE DE PRÓTESE SEMI-RÍGIDA (EXCLUI PRÓTESES INFLÁVEIS),,,,,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,NEOFALOPLASTIA COM OU SEM RECONSTRUÇÃO URETRAL,,,,,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,PARAFIMOSE - REDUÇÃO MANUAL OU CIRÚRGICA,,,,AMB,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,PÊNIS CURVO CONGÊNITO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,PLÁSTICA - RETALHO CUTÂNEO À DISTÂNCIA,,,,,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,PLÁSTICA DE CORPO CAVERNOSO,,,,AMB,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,PLÁSTICA DO FREIO BÁLANO-PREPUCIAL,,,,AMB,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,POSTECTOMIA,,,,AMB,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,PRIAPISMO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,RECONSTRUÇÃO DE PÊNIS COM ENXERTO - PLÁSTICA TOTAL,,,,,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,REIMPLANTE DO PÊNIS,,,,,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,REVASCULARIZAÇÃO PENIANA,,,,,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,ABSCESSO PERINEAL - DRENAGEM CIRÚRGICA,,,,AMB,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,BARTOLINECTOMIA,,,,AMB,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,BIÓPSIA DE VULVA,,,,AMB,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,"CAUTERIZAÇÃO QUÍMICA, OU ELETROCAUTERIZAÇÃO, OU CRIOCAUTERIZAÇÃO DE LESÕES DA VULVA",,,,,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,CLITORIDECTOMIA,,,,AMB,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
