,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,POTENCIAL EVOCADO SOMATO-SENSITIVO - MEMBROS INFERIORES E SUPERIORES (PESS),,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
1,POTENCIAL SOMATO-SENSITIVO PARA LOCALIZAÇÃO FUNCIONAL DA ÁREA CENTRAL,,,,,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
2,POTENCIAL VISUAL EVOCADO (PEV),,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
3,PROVAS DE FUNÇÃO TUBÁRIA,,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
4,RINOMANOMETRIA,,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
5,TESTE DE LATÊNCIAS MÚLTIPLAS DE SONO (TLMS),,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
6,VÍDEO-ELETROENCEFALOGRAFIA CONTÍNUA NÃO INVASIVA (VÍDEO EEG/NT),,,,AMB,HCO,HSO,REF,,,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
7,AVALIAÇÃO MUSCULAR POR DINAMOMETRIA COMPUTADORIZADA (ISOCINÉTICA),,,,AMB,HCO,HSO,REF,,,EXAMES ÓSTEO - MÚSCULO - ARTICULARES,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
8,CURVA I/T - MEDIDA DE LATÊNCIA DE NERVO PERIFÉRICO,,,,AMB,HCO,HSO,REF,,,EXAMES ÓSTEO - MÚSCULO - ARTICULARES,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
9,SISTEMA TRIDIMENSIONAL DE AVALIAÇÃO DO MOVIMENTO QUE INCLUI VÍDEO ACOPLADO À PLATAFORMA DA FORÇA E ELETROMIOGRAFIA,,,,AMB,HCO,HSO,REF,,,EXAMES ÓSTEO - MÚSCULO - ARTICULARES,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
10,DETERMINAÇÃO DAS PRESSÕES RESPIRATÓRIAS MÁXIMAS,,,,AMB,HCO,HSO,REF,,,FUNÇÃO RESPIRATÓRIA,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
11,DETERMINAÇÃO DOS VOLUMES PULMONARES POR PLETISMOGRAFIA OU POR DILUIÇÃO DE GASES,,,,AMB,HCO,HSO,REF,,,FUNÇÃO RESPIRATÓRIA,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
12,MEDIDA DA DIFUSÃO DO MONÓXIDO DE CARBONO,,,,AMB,HCO,HSO,REF,,,FUNÇÃO RESPIRATÓRIA,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
13,MEDIDA DE PICO DE FLUXO EXPIRATÓRIO,,,,AMB,HCO,HSO,REF,,,FUNÇÃO RESPIRATÓRIA,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
14,PROVA DE FUNÇÃO PULMONAR COMPLETA (OU ESPIROMETRIA),,,,AMB,HCO,HSO,REF,,,FUNÇÃO RESPIRATÓRIA,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
15,RESISTÊNCIA DAS VIAS AÉREAS POR OSCILOMETRIA,,,,AMB,HCO,HSO,REF,,,FUNÇÃO RESPIRATÓRIA,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
16,RESISTÊNCIA DAS VIAS AÉREAS POR PLETISMOGRAFIA,,,,AMB,HCO,HSO,REF,,,FUNÇÃO RESPIRATÓRIA,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
17,AVALIAÇÃO ENDOSCÓPICA DA DEGLUTIÇÃO (FEES),,,,AMB,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
18,AMNIOSCOPIA,,,,AMB,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
