,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,TRIPSINA IMUNO REATIVA (IRT),,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
1,TROPONINA,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
2,URÉIA,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
3,UROBILINOGÊNIO,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
4,VITAMINA A,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
5,VITAMINA B12,,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
6,VITAMINA D3 COLECALCIFEROL (25-OH-D3),,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
7,"VITAMINA E, PESQUISA E/OU DOSAGEM (COM DIRETRIZ DE UTILIZAÇÃO)",,,,AMB,HCO,HSO,REF,,77.0,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
8,"XILOSE, TESTE DE ABSORÇÃO",,,,AMB,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROSMATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
9,ALFA-1-ANTITRIPSINA,,,,AMB,HCO,HSO,REF,,,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
10,"CALPROTECTINA, DOSAGEM FECAL (COM DIRETRIZ DE UTILIZAÇÃO)",,,,AMB,HCO,HSO,REF,,134.0,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
11,"COPROLÓGICO FUNCIONAL (CARACTERES, PH, DIGESTIBILIDADE, AMÔNIA, ÁCIDOS ORGÂNICOS E INTERPRETAÇÃO)",,,,AMB,HCO,HSO,REF,,,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
12,ELASTASE PANCREÁTICA FECAL (COM DIRETRIZ DE UTILIZAÇÃO),536/2022,06/05/2022,,AMB,HCO,HSO,REF,,151.0,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
13,ESTEATÓCRITO,,,,AMB,HCO,HSO,REF,,,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
14,ESTERCOBILINOGÊNIO FECAL,,,,AMB,HCO,HSO,REF,,,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
15,EXAME PARASITOLÓGICO DAS FEZES,,,,AMB,HCO,HSO,REF,,,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
16,EXAME PARASITOLÓGICO DAS FEZES COM MÉTODO DE CONSERVAÇÃO E COLHEITA MÚLTIPLA,,,,AMB,HCO,HSO,REF,,,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
17,"GORDURA FECAL, DOSAGEM",,,,AMB,HCO,HSO,REF,,,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
18,"HEMATOXILINA FÉRRICA, PESQUISA DE PROTOZOÁRIOS",,,,AMB,HCO,HSO,REF,,,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
