,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,TUMOR WILMS - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,TUMORES RETRO-PERITONEAIS - EXÉRESE,,,,,HCO,HSO,REF,,,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,BIÓPSIA CIRÚRGICA DE URETER,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,BIÓPSIA ENDOSCÓPICA DE URETER,,,,AMB,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,CATETERISMO URETERAL,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,COLOCAÇÃO CIRÚRGICA DE DUPLO J,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,COLOCAÇÃO ENDOSCÓPICA DE DUPLO J,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,COLOCAÇÃO NEFROSCÓPICA DE DUPLO J,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,COLOCAÇÃO URETEROSCÓPICA DE DUPLO J,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,CORREÇÃO LAPAROSCÓPICA DE REFLUXO VÉSICO-URETERAL,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,DILATAÇÃO ENDOSCÓPICA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,DUPLICAÇÃO PIELOURETERAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,FÍSTULA URETERO-CUTÂNEA (TRATAMENTO CIRÚRGICO),,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,FÍSTULA URETERO-INTESTINAL (TRATAMENTO CIRÚRGICO),,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,FÍSTULA URETERO-VAGINAL (TRATAMENTO CIRÚRGICO),,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,MEATOTOMIA ENDOSCÓPICA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,REFLUXO VÉSICO-URETERAL - TRATAMENTO ENDOSCÓPICO (COM DIRETRIZ DE UTILIZAÇÃO),,,,,HCO,HSO,REF,,122.0,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,"REIMPLANTE URETERAL POR VIA EXTRA, INTRA OU TRANSVESICAL",,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,REIMPLANTE URETEROINTESTINAL,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
