,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,PROSTATAVESICULECTOMIA RADICAL LAPAROSCÓPICA,,,,,HCO,HSO,REF,,,PRÓSTATA E VESÍCULAS SEMINAIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,PROSTATECTOMIA,,,,,HCO,HSO,REF,,,PRÓSTATA E VESÍCULAS SEMINAIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,RESSECÇÃO ENDOSCÓPICA DA PRÓSTATA,,,,,HCO,HSO,REF,,,PRÓSTATA E VESÍCULAS SEMINAIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,BIÓPSIA ESCROTAL,,,,AMB,HCO,HSO,REF,,,ESCROTO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,DRENAGEM DE ABSCESSO,,,,AMB,HCO,HSO,REF,,,ESCROTO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,ELEFANTÍASE PENO-ESCROTAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,ESCROTO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,EXÉRESE DE CISTO ESCROTAL,,,,AMB,HCO,HSO,REF,,,ESCROTO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,RECONSTRUÇÃO DA BOLSA ESCROTAL COM RETALHO INGUINAL PEDICULADO,,,,,HCO,HSO,REF,,,ESCROTO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,RESSECÇÃO DA BOLSA ESCROTAL,,,,,HCO,HSO,REF,,,ESCROTO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,AUTOTRANSPLANTE DE UM TESTÍCULO,,,,,HCO,HSO,REF,,,TESTÍCULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,BIÓPSIA DE TESTÍCULO,,,,AMB,HCO,HSO,REF,,,TESTÍCULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,ESCROTO AGUDO - EXPLORAÇÃO CIRÚRGICA,,,,,HCO,HSO,REF,,,TESTÍCULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,HIDROCELE - CORREÇÃO CIRÚRGICA,,,,,HCO,HSO,REF,,,TESTÍCULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,IMPLANTE DE PRÓTESE TESTICULAR,,,,,HCO,HSO,REF,,,TESTÍCULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,ORQUIDOPEXIA,,,,,HCO,HSO,REF,,,TESTÍCULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,ORQUIDOPEXIA LAPAROSCÓPICA,,,,,HCO,HSO,REF,,,TESTÍCULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,ORQUIECTOMIA,,,,,HCO,HSO,REF,,,TESTÍCULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,PUNÇÃO DA VAGINAL,,,,AMB,HCO,HSO,REF,,,TESTÍCULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,REPARAÇÃO PLÁSTICA (TRAUMA),,,,,HCO,HSO,REF,,,TESTÍCULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
