,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,CONGELAMENTO DE CÉLULAS PROGENITORAS DA MEDULA ÓSSEA,,,,,HCO,HSO,REF,PAC,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,DESCONGELAMENTO DE CÉLULAS PROGENITORAS DA MEDULA ÓSSEA,,,,,HCO,HSO,REF,PAC,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,DETERMINAÇÃO DE UNIDADES FORMADORAS DE COLÔNIAS,,,,,HCO,HSO,REF,PAC,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,DETERMINAÇÃO DE VIABILIDADE CELULAR,,,,,HCO,HSO,REF,PAC,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,ESTIMULAÇÃO E MOBILIZAÇÃO DE CÉLULAS CD34 POSITIVAS,,,,,HCO,HSO,REF,PAC,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,MANUTENÇÃO POR CONGELAMENTO DE CÉLULAS PROGENITORAS DA MEDULA ÓSSEA (ATÉ 2 ANOS),,,,,HCO,HSO,REF,PAC,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,PREPARO E FILTRAÇÃO DO ASPIRADO DE MEDULA ÓSSEA,,,,,HCO,HSO,REF,PAC,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,PREPARO PARA CONGELAMENTO DE CÉLULAS PROGENITORAS DA MEDULA ÓSSEA,,,,,HCO,HSO,REF,PAC,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,PROCESSAMENTO DE CÉLULAS PROGENITORAS DA MEDULA ÓSSEA,,,,,HCO,HSO,REF,PAC,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,QUANTIFICAÇÃO DE CÉLULAS CD34 POSITIVAS,,,,,HCO,HSO,REF,PAC,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,TRANSPLANTE ALOGÊNICO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),,,,,HCO,HSO,REF,PAC,70.0,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,TRANSPLANTE AUTÓLOGO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),,,,,HCO,HSO,REF,PAC,71.0,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
