,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,LARINGOSCOPIA COM RETIRADA DE CORPO ESTRANHO DE LARINGE/FARINGE (TUBO FLEXÍVEL),,,,,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
1,LARINGOSCOPIA/TRAQUEOSCOPIA COM DILATAÇÃO DE ESTENOSE,,,,AMB,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
2,LARINGOSCOPIA/TRAQUEOSCOPIA COM LASER PARA EXÉRESE DE PAPILOMA/TUMOR,,,,AMB,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
3,LARINGOSCOPIA/TRAQUEOSCOPIA COM OU SEM MICROSCOPIA PARA RETIRADA DE PÓLIPO/NÓDULO/PAPILOMA,,,,,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
4,LARINGOSCOPIA/TRAQUEOSCOPIA PARA DIAGNÓSTICO E BIÓPSIA (TUBO RÍGIDO OU FLEXÌVEL),,,,AMB,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
5,LARINGOSCOPIA/TRAQUEOSCOPIA PARA INTUBAÇÃO ORO OU NASOTRAQUEAL,,,,AMB,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
6,"LIGADURA ELÁSTICA DO ESÔFAGO, ESTÔMAGO OU DUODENO",,,,AMB,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
7,MUCOSECTOMIA,,,,,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
8,NASOFIBROLARINGOSCOPIA PARA DIAGNÓSTICO E/OU BIÓPSIA,,,,AMB,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
9,PAPILOTOMIA E DILATAÇÃO BILIAR OU PANCREÁTICA COM OU SEM COLOCAÇÃO DE PROTESE OU DRENO,,,,,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
10,PAPILOTOMIA ENDOSCÓPICA (PARA RETIRADA DE CÁLCULOS COLEDOCIANOS OU DRENAGEM BILIAR),,,,,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
11,PASSAGEM DE SONDA NASO-ENTERAL,,,,AMB,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
12,POLIPECTOMIA DE CÓLON,,,,AMB,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
13,"POLIPECTOMIA DO ESÔFAGO, ESTÔMAGO E DUODENO",,,,AMB,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
14,RETIRADA DE TUMOR OU PAPILOMA OU POLIPO POR BRONCOSCOPIA,,,,AMB,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
15,RETIRADA ENDOSCÓPICA DE CORPO ESTRANHO QUALQUER LOCALIZAÇÃO,,,,AMB,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
16,RETOSSIGMOIDOSCOPIA RÍGIDA OU FLEXÍVEL COM OU SEM BIÓPSIA E/OU CITOLOGIA,,,,AMB,HCO,HSO,REF,,,"ENDOSCOPIA DIAGNÓSTICA OUINTERVENCIONISTA",ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
