,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,"DRENAGEM ESTEREOTÁXICA - CISTOS, HEMATOMAS OU ABSCESSOS",,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,HIPOFISECTOMIA,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,IMPLANTE DE CATETER INTRACRANIANO,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,IMPLANTE DE ELETRODOS E/OU GERADOR PARA ESTIMULAÇÃO CEREBRAL PROFUNDA (COM DIRETRIZ DE UTILIZAÇÃO),,,,,HCO,HSO,REF,,38.0,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,IMPLANTE ESTEREOTÁXICO DE CATETER PARA BRAQUITERAPIA,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,IMPLANTE INTRACEREBROVENTRICULAR DE BOMBA DE INFUSÃO DE FARMACOS,538/2022,22/10/2022,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,IMPLANTE INTRA-TECAL DE BOMBAS PARA INFUSÃO DE FÁRMACOS (INCLUI MEDICAMENTO) - COM DIRETRIZ DE UTILIZAÇÃO,,,,,HCO,HSO,REF,,45.0,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,LOCALIZAÇÃO ESTEREOTÁXICA DE CORPO ESTRANHO INTRACRANIANO COM REMOÇÃO,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,LOCALIZAÇÃO ESTEREOTÁXICA DE LESÕES INTRACRANIANAS COM REMOÇÃO,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,MICROCIRURGIA PARA TUMORES INTRACRANIANOS,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10,MICROCIRURGIA VASCULAR INTRACRANIANA,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11,PUNÇÃO SUBDURAL OU VENTRICULAR TRANSFONTANELA,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12,RESSECÇÃO DE MUCOCELE FRONTAL,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13,"SISTEMA DE DERIVAÇÃO VENTRICULAR INTERNA COM VÁLVULAS (INSTALAÇÃO, RETIRADA OU REVISÕES)",,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14,TERCEIRO VENTRICULOSTOMIA,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15,TRATAMENTO CIRÚRGICO DA EPILEPSIA (COM DIRETRIZ DE UTILIZAÇÃO),,,,,HCO,HSO,REF,,72.0,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16,TRATAMENTO CIRÚRGICO DA FÍSTULA LIQUÓRICA,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
17,TRATAMENTO CIRÚRGICO DA MENINGOENCEFALOCELE,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
18,TRATAMENTO CIRÚRGICO DE TUMORES CEREBRAIS COM OU SEM MICROSCOPIA,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
