,PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
0,ARTRODESE / FRATURA DE ACETÁBULO (LIGAMENTOTAXIA) COM OU SEM FIXADOR EXTERNO,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1,ARTRODESE COXO-FEMORAL EM GERAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2,ARTRODIASTASE DE QUADRIL,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3,ARTROPLASTIA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4,ARTROPLASTIA DE QUADRIL INFECTADA (RETIRADA DOS COMPONENTES) - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5,ARTROPLASTIA DE RESSECÇÃO DO QUADRIL (GIRDLESTONE),,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6,ARTROPLASTIA PARCIAL DO QUADRIL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7,ARTROPLASTIA TOTAL DE QUADRIL INFECTADA (INCISÃO E DRENAGEM ARTRITE SÉPTICA) - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8,ARTROTOMIA COXO-FEMORAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9,BIÓPSIA CIRÚRGICA COXO-FEMORAL,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
